#NUMBER OF AGES= 1 MAGS= 6
#----------------------------------------------------       
#MIX-LEN  Y      Z          Zeff        [Fe/H] [a/Fe]
# 1.9380  0.2458 4.7354E-04 2.4104E-04  -1.84   0.40 
#----------------------------------------------------       
#**PHOTOMETRIC SYSTEM**: DECam (AB)
#----------------------------------------------------       
#AGE=11.700 EEPS=266
#EEP   M/Mo    LogTeff  LogG   LogL/Lo DECam_u DECam_g DECam_r DECam_i DECam_z DECam_Y
  13  0.113076  3.5394  5.3223 -2.7199 16.1022 13.7226 12.1617 11.3585 11.0299 10.9294
  14  0.124886  3.5465  5.2717 -2.5977 15.6508 13.3188 11.7829 11.0505 10.7349 10.6350
  15  0.138778  3.5539  5.2226 -2.4732 15.1890 12.9107 11.4041 10.7360 10.4333 10.3347
  16  0.154197  3.5608  5.1820 -2.3589 14.7622 12.5380 11.0626 10.4467 10.1553 10.0585
  17  0.169469  3.5669  5.1511 -2.2631 14.4032 12.2264 10.7811 10.2035  9.9217  9.8268
  18  0.183434  3.5717  5.1267 -2.1852 14.1146 11.9762 10.5568 10.0059  9.7314  9.6381
  19  0.196819  3.5756  5.1049 -2.1175 13.8675 11.7623 10.3658  9.8344  9.5658  9.4738
  20  0.210653  3.5790  5.0843 -2.0538 13.6390 11.5646 10.1892  9.6737  9.4100  9.3192
  21  0.225326  3.5821  5.0647 -1.9925 13.4206 11.3757 10.0208  9.5189  9.2597  9.1701
  22  0.240610  3.5850  5.0466 -1.9340 13.2123 11.1966  9.8619  9.3715  9.1166  9.0280
  23  0.256537  3.5879  5.0299 -1.8782 13.0127 11.0258  9.7112  9.2311  8.9800  8.8925
  24  0.274347  3.5908  5.0134 -1.8206 12.8036 10.8494  9.5568  9.0866  8.8395  8.7531
  25  0.291078  3.5934  4.9995 -1.7708 12.6217 10.6966  9.4237  8.9615  8.7179  8.6324
  26  0.303239  3.5951  4.9901 -1.7367 12.4975 10.5920  9.3328  8.8758  8.6345  8.5497
  27  0.311307  3.5961  4.9846 -1.7155 12.4213 10.5276  9.2765  8.8227  8.5829  8.4984
  28  0.316982  3.5969  4.9811 -1.7013 12.3702 10.4843  9.2386  8.7869  8.5480  8.4639
  29  0.321156  3.5974  4.9785 -1.6909 12.3326 10.4524  9.2109  8.7607  8.5226  8.4387
  30  0.324699  3.5979  4.9770 -1.6826 12.3018 10.4264  9.1887  8.7398  8.5024  8.4187
  31  0.328089  3.5984  4.9750 -1.6743 12.2710 10.4004  9.1662  8.7186  8.4818  8.3983
  32  0.331301  3.5988  4.9725 -1.6658 12.2402 10.3742  9.1436  8.6973  8.4611  8.3778
  33  0.335755  3.5994  4.9699 -1.6549 12.2005 10.3406  9.1146  8.6700  8.4345  8.3516
  34  0.339764  3.5999  4.9662 -1.6441 12.1620 10.3078  9.0860  8.6427  8.4079  8.3252
  35  0.343847  3.6003  4.9630 -1.6340 12.1248 10.2781  9.0614  8.6174  8.3827  8.3001
  36  0.352643  3.6014  4.9544 -1.6099 12.0400 10.2058  8.9987  8.5569  8.3235  8.2414
  37  0.375745  3.6057  4.9293 -1.5404 11.7845  9.9862  8.8102  8.3811  8.1540  8.0737
  38  0.397968  3.6108  4.9040 -1.4697 11.5119  9.7555  8.6166  8.2012  7.9814  7.9038
  39  0.417425  3.6160  4.8801 -1.4041 11.2575  9.5390  8.4367  8.0344  7.8221  7.7472
  40  0.436112  3.6219  4.8555 -1.3369 10.9947  9.3136  8.2507  7.8631  7.6593  7.5873
  41  0.451094  3.6274  4.8358 -1.2804 10.7698  9.1199  8.0929  7.7193  7.5235  7.4545
  42  0.462519  3.6323  4.8208 -1.2353 10.5827  8.9600  7.9651  7.6041  7.4157  7.3492
  43  0.472638  3.6372  4.8080 -1.1937 10.4044  8.8095  7.8463  7.4979  7.3168  7.2528
  44  0.481864  3.6420  4.7969 -1.1548 10.2335  8.6667  7.7350  7.3991  7.2253  7.1638
  45  0.490472  3.6467  4.7872 -1.1184 10.0685  8.5307  7.6298  7.3064  7.1399  7.0809
  46  0.498722  3.6515  4.7786 -1.0834  9.9071  8.3995  7.5288  7.2178  7.0586  7.0021
  47  0.506553  3.6562  4.7710 -1.0501  9.7490  8.2733  7.4323  7.1334  6.9813  6.9275
  48  0.513974  3.6610  4.7644 -1.0181  9.5916  8.1512  7.3394  7.0524  6.9074  6.8561
  49  0.521320  3.6660  4.7584 -0.9860  9.4303  8.0290  7.2466  6.9713  6.8337  6.7850
  50  0.528848  3.6713  4.7527 -0.9529  9.2620  7.9044  7.1516  6.8879  6.7577  6.7120
  51  0.536800  3.6768  4.7466 -0.9180  9.0839  7.7756  7.0522  6.8001  6.6775  6.6348
  52  0.541232  3.6800  4.7431 -0.8986  8.9850  7.7053  6.9977  6.7515  6.6330  6.5921
  53  0.545758  3.6831  4.7395 -0.8788  8.8851  7.6348  6.9424  6.7022  6.5878  6.5487
  54  0.550382  3.6862  4.7358 -0.8587  8.7842  7.5637  6.8863  6.6522  6.5418  6.5045
  55  0.555090  3.6895  4.7320 -0.8382  8.6836  7.4923  6.8297  6.6015  6.4953  6.4597
  56  0.559858  3.6928  4.7282 -0.8175  8.5836  7.4208  6.7726  6.5503  6.4482  6.4145
  57  0.564650  3.6961  4.7243 -0.7966  8.4834  7.3495  6.7157  6.4993  6.4013  6.3694
  58  0.569452  3.6995  4.7203 -0.7756  8.3835  7.2787  6.6588  6.4484  6.3545  6.3245
  59  0.574237  3.7028  4.7163 -0.7548  8.2842  7.2085  6.6027  6.3981  6.3083  6.2800
  60  0.578996  3.7060  4.7123 -0.7341  8.1873  7.1400  6.5473  6.3483  6.2624  6.2360
  61  0.583709  3.7093  4.7082 -0.7135  8.0929  7.0731  6.4930  6.2993  6.2172  6.1924
  62  0.588360  3.7124  4.7039 -0.6933  8.0015  7.0080  6.4398  6.2511  6.1727  6.1496
  63  0.592946  3.7155  4.6995 -0.6733  7.9131  6.9445  6.3878  6.2040  6.1291  6.1075
  64  0.597453  3.7185  4.6952 -0.6537  7.8272  6.8826  6.3370  6.1580  6.0863  6.0664
  65  0.601882  3.7213  4.6907 -0.6343  7.7441  6.8223  6.2874  6.1130  6.0446  6.0261
  66  0.606241  3.7242  4.6861 -0.6154  7.6634  6.7635  6.2389  6.0689  6.0036  5.9866
  67  0.610524  3.7269  4.6814 -0.5967  7.5852  6.7061  6.1915  6.0257  5.9634  5.9478
  68  0.614744  3.7296  4.6767 -0.5783  7.5093  6.6499  6.1450  5.9834  5.9240  5.9097
  69  0.618887  3.7322  4.6719 -0.5602  7.4358  6.5950  6.0995  5.9418  5.8853  5.8723
  70  0.622964  3.7347  4.6670 -0.5422  7.3647  6.5414  6.0549  5.9011  5.8473  5.8355
  71  0.626977  3.7372  4.6620 -0.5247  7.2958  6.4889  6.0110  5.8610  5.8098  5.7992
  72  0.630925  3.7396  4.6569 -0.5073  7.2292  6.4375  5.9679  5.8215  5.7729  5.7634
  73  0.634806  3.7419  4.6518 -0.4902  7.1644  6.3871  5.9256  5.7827  5.7365  5.7281
  74  0.638621  3.7442  4.6466 -0.4733  7.1013  6.3377  5.8841  5.7446  5.7008  5.6934
  75  0.642376  3.7464  4.6413 -0.4567  7.0396  6.2891  5.8433  5.7072  5.6658  5.6594
  76  0.646075  3.7485  4.6359 -0.4402  6.9795  6.2412  5.8031  5.6705  5.6313  5.6259
  77  0.649708  3.7506  4.6305 -0.4240  6.9208  6.1941  5.7637  5.6345  5.5974  5.5930
  78  0.653283  3.7526  4.6249 -0.4080  6.8637  6.1479  5.7249  5.5989  5.5640  5.5603
  79  0.656796  3.7546  4.6193 -0.3922  6.8081  6.1027  5.6865  5.5636  5.5307  5.5280
  80  0.660250  3.7565  4.6137 -0.3766  6.7538  6.0583  5.6488  5.5287  5.4979  5.4959
  81  0.663635  3.7583  4.6080 -0.3612  6.7011  6.0149  5.6115  5.4942  5.4652  5.4641
  82  0.668440  3.7609  4.5995 -0.3393  6.6270  5.9532  5.5585  5.4450  5.4186  5.4186
  83  0.673212  3.7635  4.5909 -0.3174  6.5539  5.8920  5.5055  5.3958  5.3719  5.3730
  84  0.677943  3.7660  4.5821 -0.2956  6.4816  5.8309  5.4528  5.3468  5.3254  5.3276
  85  0.682628  3.7685  4.5731 -0.2737  6.4105  5.7704  5.4002  5.2978  5.2789  5.2821
  86  0.687259  3.7709  4.5640 -0.2520  6.3401  5.7102  5.3480  5.2491  5.2326  5.2367
  87  0.691827  3.7733  4.5548 -0.2304  6.2707  5.6504  5.2959  5.2007  5.1865  5.1916
  88  0.696325  3.7757  4.5456 -0.2089  6.2023  5.5912  5.2443  5.1525  5.1407  5.1467
  89  0.700743  3.7780  4.5362 -0.1874  6.1348  5.5325  5.1931  5.1048  5.0952  5.1021
  90  0.705074  3.7802  4.5268 -0.1663  6.0685  5.4744  5.1424  5.0575  5.0501  5.0579
  91  0.709313  3.7825  4.5174 -0.1453  6.0032  5.4169  5.0920  5.0105  5.0053  5.0140
  92  0.713451  3.7847  4.5079 -0.1244  5.9392  5.3600  5.0420  4.9638  4.9607  4.9703
  93  0.717484  3.7869  4.4983 -0.1038  5.8763  5.3036  4.9925  4.9175  4.9164  4.9267
  94  0.721408  3.7890  4.4886 -0.0832  5.8144  5.2479  4.9432  4.8713  4.8723  4.8834
  95  0.725220  3.7910  4.4788 -0.0628  5.7534  5.1925  4.8943  4.8253  4.8283  4.8402
  96  0.728933  3.7930  4.4687 -0.0425  5.6931  5.1378  4.8455  4.7796  4.7844  4.7970
  97  0.732536  3.7950  4.4585 -0.0223  5.6336  5.0834  4.7972  4.7341  4.7408  4.7541
  98  0.736041  3.7968  4.4480 -0.0023  5.5744  5.0292  4.7494  4.6891  4.6976  4.7114
  99  0.739447  3.7987  4.4372  0.0177  5.5158  4.9755  4.7018  4.6444  4.6546  4.6690
 100  0.742763  3.8004  4.4262  0.0376  5.4578  4.9219  4.6544  4.5999  4.6117  4.6266
 101  0.745988  3.8021  4.4150  0.0575  5.4006  4.8687  4.6069  4.5551  4.5685  4.5839
 102  0.749132  3.8038  4.4035  0.0772  5.3441  4.8156  4.5593  4.5100  4.5249  4.5408
 103  0.752190  3.8053  4.3918  0.0970  5.2884  4.7630  4.5116  4.4647  4.4812  4.4975
 104  0.755166  3.8068  4.3799  0.1166  5.2333  4.7107  4.4639  4.4194  4.4372  4.4540
 105  0.758064  3.8082  4.3677  0.1361  5.1789  4.6588  4.4164  4.3741  4.3932  4.4105
 106  0.760887  3.8095  4.3553  0.1556  5.1249  4.6073  4.3692  4.3290  4.3493  4.3669
 107  0.763637  3.8108  4.3426  0.1749  5.0716  4.5560  4.3221  4.2840  4.3054  4.3235
 108  0.766305  3.8120  4.3297  0.1942  5.0189  4.5052  4.2755  4.2393  4.2619  4.2801
 109  0.768897  3.8131  4.3167  0.2131  4.9670  4.4551  4.2292  4.1949  4.2184  4.2371
 110  0.771422  3.8142  4.3035  0.2320  4.9158  4.4054  4.1832  4.1507  4.1752  4.1941
 111  0.773884  3.8152  4.2901  0.2506  4.8655  4.3563  4.1376  4.1067  4.1321  4.1511
 112  0.774651  3.8155  4.2859  0.2565  4.8494  4.3407  4.1231  4.0927  4.1183  4.1375
 113  0.775416  3.8158  4.2815  0.2625  4.8332  4.3250  4.1085  4.0786  4.1045  4.1237
 114  0.776181  3.8161  4.2772  0.2686  4.8169  4.3092  4.0937  4.0644  4.0905  4.1099
 115  0.776943  3.8164  4.2727  0.2746  4.8006  4.2933  4.0789  4.0501  4.0764  4.0959
 116  0.777704  3.8167  4.2683  0.2808  4.7843  4.2774  4.0639  4.0357  4.0622  4.0817
 117  0.778464  3.8170  4.2636  0.2869  4.7677  4.2612  4.0488  4.0210  4.0479  4.0674
 118  0.779220  3.8172  4.2589  0.2931  4.7512  4.2451  4.0336  4.0062  4.0333  4.0529
 119  0.779972  3.8175  4.2540  0.2993  4.7346  4.2287  4.0181  3.9912  4.0184  4.0382
 120  0.780721  3.8177  4.2489  0.3057  4.7179  4.2122  4.0025  3.9759  4.0034  4.0231
 121  0.781465  3.8179  4.2437  0.3121  4.7010  4.1956  3.9866  3.9605  3.9880  4.0078
 122  0.782205  3.8181  4.2384  0.3185  4.6841  4.1789  3.9706  3.9447  3.9725  3.9922
 123  0.782940  3.8183  4.2329  0.3251  4.6671  4.1620  3.9543  3.9288  3.9566  3.9765
 124  0.783670  3.8184  4.2272  0.3317  4.6499  4.1449  3.9378  3.9126  3.9405  3.9604
 125  0.784397  3.8185  4.2215  0.3384  4.6326  4.1277  3.9212  3.8962  3.9242  3.9441
 126  0.785118  3.8187  4.2155  0.3451  4.6151  4.1103  3.9043  3.8796  3.9078  3.9276
 127  0.785835  3.8188  4.2095  0.3520  4.5976  4.0928  3.8873  3.8629  3.8909  3.9109
 128  0.786549  3.8188  4.2033  0.3589  4.5798  4.0752  3.8701  3.8458  3.8740  3.8939
 129  0.787258  3.8189  4.1971  0.3658  4.5621  4.0574  3.8527  3.8287  3.8569  3.8768
 130  0.787965  3.8189  4.1906  0.3729  4.5442  4.0394  3.8352  3.8112  3.8395  3.8594
 131  0.788667  3.8189  4.1841  0.3799  4.5263  4.0214  3.8174  3.7936  3.8219  3.8418
 132  0.789364  3.8189  4.1773  0.3871  4.5084  4.0033  3.7996  3.7758  3.8040  3.8239
 133  0.790057  3.8189  4.1703  0.3943  4.4902  3.9851  3.7814  3.7577  3.7858  3.8056
 134  0.790744  3.8188  4.1631  0.4015  4.4721  3.9667  3.7630  3.7393  3.7674  3.7872
 135  0.791426  3.8187  4.1557  0.4090  4.4539  3.9482  3.7444  3.7207  3.7487  3.7683
 136  0.792101  3.8186  4.1481  0.4163  4.4356  3.9296  3.7257  3.7018  3.7296  3.7492
 137  0.792770  3.8184  4.1403  0.4239  4.4172  3.9108  3.7066  3.6826  3.7101  3.7297
 138  0.793431  3.8182  4.1322  0.4315  4.3989  3.8920  3.6874  3.6631  3.6905  3.7100
 139  0.794085  3.8179  4.1239  0.4391  4.3804  3.8729  3.6679  3.6433  3.6705  3.6899
 140  0.794730  3.8176  4.1154  0.4469  4.3619  3.8540  3.6482  3.6233  3.6501  3.6693
 141  0.795366  3.8173  4.1065  0.4547  4.3434  3.8348  3.6283  3.6028  3.6293  3.6484
 142  0.795994  3.8169  4.0973  0.4626  4.3249  3.8156  3.6080  3.5821  3.6082  3.6272
 143  0.796611  3.8164  4.0879  0.4705  4.3064  3.7964  3.5875  3.5610  3.5867  3.6054
 144  0.797218  3.8159  4.0781  0.4786  4.2881  3.7771  3.5669  3.5396  3.5647  3.5833
 145  0.797814  3.8153  4.0680  0.4866  4.2698  3.7578  3.5459  3.5177  3.5423  3.5608
 146  0.798398  3.8147  4.0575  0.4948  4.2516  3.7385  3.5246  3.4954  3.5195  3.5377
 147  0.798971  3.8139  4.0467  0.5029  4.2336  3.7192  3.5030  3.4728  3.4961  3.5141
 148  0.799531  3.8131  4.0354  0.5111  4.2157  3.7001  3.4812  3.4497  3.4722  3.4900
 149  0.800078  3.8121  4.0238  0.5194  4.1980  3.6810  3.4591  3.4262  3.4478  3.4654
 150  0.800613  3.8111  4.0117  0.5277  4.1807  3.6619  3.4368  3.4023  3.4230  3.4403
 151  0.801133  3.8101  3.9991  0.5361  4.1636  3.6430  3.4144  3.3782  3.3979  3.4148
 152  0.801641  3.8088  3.9859  0.5445  4.1470  3.6242  3.3920  3.3539  3.3723  3.3891
 153  0.802133  3.8074  3.9721  0.5530  4.1310  3.6057  3.3696  3.3296  3.3468  3.3629
 154  0.802611  3.8058  3.9578  0.5615  4.1154  3.5874  3.3472  3.3051  3.3208  3.3364
 155  0.803074  3.8042  3.9429  0.5700  4.1006  3.5694  3.3248  3.2801  3.2944  3.3093
 156  0.803522  3.8023  3.9271  0.5785  4.0866  3.5518  3.3022  3.2549  3.2673  3.2816
