#NUMBER OF AGES= 1 MAGS= 6
#----------------------------------------------------       
#MIX-LEN  Y      Z          Zeff        [Fe/H] [a/Fe]
# 1.9380  0.2462 7.1815E-04 3.6555E-04  -1.66   0.40 
#----------------------------------------------------       
#**PHOTOMETRIC SYSTEM**: DECam (AB)
#----------------------------------------------------       
#AGE=12.100 EEPS=266
#EEP   M/Mo    LogTeff  LogG   LogL/Lo DECam_u DECam_g DECam_r DECam_i DECam_z DECam_Y
  13  0.112185  3.5354  5.3216 -2.7388 16.1808 13.8355 12.2816 11.4182 11.0742 10.9712
  14  0.124203  3.5423  5.2700 -2.6152 15.7287 13.4244 11.8910 11.1047 10.7757 10.6735
  15  0.138408  3.5496  5.2197 -2.4887 15.2627 13.0068 11.4979 10.7836 10.4691 10.3684
  16  0.154421  3.5566  5.1777 -2.3710 14.8263 12.6205 11.1387 10.4844 10.1832 10.0842
  17  0.170589  3.5628  5.1455 -2.2709 14.4548 12.2936 10.8384 10.2297  9.9393  9.8425
  18  0.185523  3.5677  5.1197 -2.1891 14.1571 12.0316 10.5996 10.0221  9.7400  9.6448
  19  0.199848  3.5715  5.0967 -2.1184 13.9051 11.8099 10.3979  9.8428  9.5671  9.4733
  20  0.215153  3.5750  5.0745 -2.0505 13.6680 11.6008 10.2077  9.6712  9.4009  9.3082
  21  0.231208  3.5781  5.0538 -1.9862 13.4456 11.4048 10.0300  9.5089  9.2434  9.1520
  22  0.247000  3.5810  5.0359 -1.9284 13.2458 11.2296  9.8717  9.3632  9.1019  9.0113
  23  0.262993  3.5835  5.0200 -1.8752 13.0612 11.0682  9.7267  9.2288  8.9712  8.8817
  24  0.278453  3.5859  5.0061 -1.8269 12.8919 10.9217  9.5963  9.1073  8.8531  8.7645
  25  0.292557  3.5878  4.9943 -1.7855 12.7456 10.7959  9.4851  9.0033  8.7519  8.6640
  26  0.303435  3.5893  4.9856 -1.7551 12.6385 10.7037  9.4036  8.9269  8.6776  8.5903
  27  0.311052  3.5902  4.9803 -1.7352 12.5690 10.6436  9.3503  8.8768  8.6289  8.5419
  28  0.316552  3.5909  4.9768 -1.7215 12.5211 10.6019  9.3134  8.8420  8.5951  8.5084
  29  0.320638  3.5914  4.9741 -1.7113 12.4853 10.5708  9.2860  8.8163  8.5700  8.4835
  30  0.324054  3.5919  4.9722 -1.7029 12.4556 10.5452  9.2635  8.7952  8.5497  8.4634
  31  0.327250  3.5923  4.9701 -1.6949 12.4271 10.5204  9.2418  8.7749  8.5300  8.4439
  32  0.330283  3.5927  4.9676 -1.6868 12.3988 10.4959  9.2203  8.7547  8.5103  8.4243
  33  0.334058  3.5932  4.9651 -1.6773 12.3652 10.4669  9.1949  8.7308  8.4870  8.4013
  34  0.337743  3.5936  4.9617 -1.6675 12.3313 10.4372  9.1686  8.7059  8.4627  8.3771
  35  0.341511  3.5939  4.9583 -1.6578 12.2984 10.4095  9.1447  8.6819  8.4390  8.3535
