#NUMBER OF AGES= 1 MAGS= 6
#----------------------------------------------------       
#MIX-LEN  Y      Z          Zeff        [Fe/H] [a/Fe]
# 1.9380  0.2460 6.2193E-04 3.1657E-04  -1.72   0.40 
#----------------------------------------------------       
#**PHOTOMETRIC SYSTEM**: DECam (AB)
#----------------------------------------------------       
#AGE=10.700 EEPS=267
#EEP   M/Mo    LogTeff  LogG   LogL/Lo DECam_u DECam_g DECam_r DECam_i DECam_z DECam_Y
  12  0.107063  3.5333  5.3478 -2.7934 16.3767 14.0007 12.4341 11.5520 11.2063 11.1040
  13  0.118132  3.5401  5.2973 -2.6731 15.9378 13.5999 12.0531 11.2479 10.9166 10.8147
  14  0.131140  3.5473  5.2460 -2.5475 15.4759 13.1848 11.6618 10.9299 10.6129 10.5121
  15  0.146828  3.5548  5.1981 -2.4206 15.0063 12.7685 11.2739 10.6081 10.3049 10.2058
  16  0.164223  3.5619  5.1603 -2.3059 14.5779 12.3928 10.9289 10.3165 10.0256  9.9288
  17  0.180668  3.5676  5.1314 -2.2125 14.2330 12.0906 10.6545 10.0792  9.7978  9.7029
  18  0.195616  3.5720  5.1072 -2.1365 13.9584 11.8503 10.4371  9.8864  9.6121  9.5187
  19  0.210607  3.5757  5.0848 -2.0677 13.7149 11.6371 10.2444  9.7125  9.4437  9.3516
  20  0.226122  3.5788  5.0640 -2.0034 13.4900 11.4400 10.0665  9.5501  9.2862  9.1952
  21  0.241520  3.5817  5.0456 -1.9450 13.2861 11.2622  9.9067  9.4028  9.1430  9.0531
  22  0.257164  3.5844  5.0293 -1.8907 13.0965 11.0975  9.7594  9.2662  9.0103  8.9212
  23  0.272881  3.5868  5.0143 -1.8400 12.9174 10.9434  9.6227  9.1387  8.8863  8.7982
  24  0.288137  3.5892  5.0011 -1.7940 12.7526 10.8029  9.4989  9.0229  8.7736  8.6863
  25  0.300357  3.5908  4.9910 -1.7590 12.6276 10.6962  9.4052  8.9349  8.6880  8.6014
  26  0.308857  3.5918  4.9845 -1.7359 12.5460 10.6262  9.3435  8.8768  8.6315  8.5452
  27  0.314979  3.5926  4.9802 -1.7201 12.4906 10.5785  9.3015  8.8371  8.5929  8.5069
  28  0.319530  3.5932  4.9772 -1.7087 12.4503 10.5438  9.2709  8.8083  8.5648  8.4791
  29  0.323153  3.5937  4.9748 -1.6995 12.4181 10.5160  9.2464  8.7853  8.5424  8.4569
  30  0.326579  3.5941  4.9730 -1.6913 12.3885 10.4908  9.2246  8.7647  8.5225  8.4372
  31  0.330164  3.5945  4.9708 -1.6826 12.3570 10.4637  9.2009  8.7425  8.5009  8.4158
  32  0.333768  3.5950  4.9680 -1.6732 12.3241 10.4354  9.1761  8.7190  8.4780  8.3931
  33  0.338742  3.5956  4.9648 -1.6611 12.2809 10.3984  9.1439  8.6884  8.4482  8.3636
  34  0.341475  3.5956  4.9626 -1.6549 12.2585 10.3815  9.1307  8.6730  8.4323  8.3476
  35  0.351480  3.5969  4.9534 -1.6284 12.1661 10.3021  9.0615  8.6063  8.3670  8.2828
  36  0.383120  3.6028  4.9181 -1.5326 11.8166  9.9987  8.7999  8.3636  8.1331  8.0516
  37  0.406016  3.6081  4.8908 -1.4585 11.5343  9.7575  8.5970  8.1755  7.9527  7.8740
  38  0.423990  3.6131  4.8678 -1.3968 11.2969  9.5540  8.4276  8.0186  7.8029  7.7266
  39  0.440463  3.6184  4.8457 -1.3368 11.0634  9.3526  8.2616  7.8660  7.6578  7.5841
  40  0.453794  3.6233  4.8279 -1.2863 10.8623  9.1784  8.1200  7.7370  7.5361  7.4649
  41  0.465061  3.6282  4.8131 -1.2414 10.6781  9.0193  7.9930  7.6225  7.4287  7.3600
  42  0.475641  3.6333  4.7998 -1.1978 10.4942  8.8612  7.8685  7.5113  7.3252  7.2590
  43  0.485614  3.6386  4.7882 -1.1561 10.3132  8.7064  7.7482  7.4052  7.2271  7.1637
  44  0.494833  3.6437  4.7783 -1.1174 10.1401  8.5599  7.6357  7.3069  7.1368  7.0761
  45  0.503395  3.6488  4.7699 -1.0814  9.9745  8.4219  7.5308  7.2156  7.0533  6.9952
  46  0.511352  3.6538  4.7630 -1.0476  9.8122  8.2902  7.4316  7.1297  6.9751  6.9197
  47  0.519022  3.6591  4.7571 -1.0144  9.6472  8.1606  7.3346  7.0456  6.8989  6.8462
  48  0.526863  3.6646  4.7516 -0.9804  9.4731  8.0276  7.2349  6.9593  6.8208  6.7710
  49  0.535189  3.6705  4.7460 -0.9442  9.2861  7.8888  7.1302  6.8680  6.7377  6.6912
  50  0.544183  3.6768  4.7398 -0.9054  9.0845  7.7437  7.0194  6.7701  6.6485  6.6055
