#NUMBER OF AGES= 1 MAGS= 6
#----------------------------------------------------       
#MIX-LEN  Y      Z          Zeff        [Fe/H] [a/Fe]
# 1.9380  0.2510 3.7060E-03 1.8864E-03  -0.96   0.40 
#----------------------------------------------------       
#**PHOTOMETRIC SYSTEM**: DECam (AB)
#----------------------------------------------------       
#AGE=12.200 EEPS=268
#EEP   M/Mo    LogTeff  LogG   LogL/Lo DECam_u DECam_g DECam_r DECam_i DECam_z DECam_Y
  12  0.104677  3.5168  5.3320 -2.8535 16.4886 14.4172 12.9697 11.7688 11.3150 11.1908
  13  0.119201  3.5191  5.2666 -2.7227 16.1055 14.0462 12.6067 11.4380 10.9902 10.8657
  14  0.136745  3.5216  5.2004 -2.5867 15.7047 13.6581 12.2271 11.0933 10.6526 10.5279
  15  0.157301  3.5255  5.1450 -2.4552 15.3032 13.2659 11.8447 10.7569 10.3269 10.2029
  16  0.177618  3.5305  5.1084 -2.3456 14.9478 12.9160 11.5052 10.4722 10.0566  9.9342
  17  0.194452  3.5349  5.0832 -2.2638 14.6777 12.6493 11.2469 10.2591  9.8557  9.7355
  18  0.208570  3.5381  5.0628 -2.1998 14.4680 12.4433 11.0473 10.0930  9.6985  9.5800
  19  0.221570  3.5410  5.0453 -2.1444 14.2865 12.2655 10.8752  9.9495  9.5630  9.4460
  20  0.234218  3.5437  5.0297 -2.0941 14.1211 12.1037 10.7187  9.8189  9.4396  9.3241
  21  0.247060  3.5463  5.0152 -2.0462 13.9650 11.9511 10.5711  9.6951  9.3227  9.2087
  22  0.261334  3.5488  5.0006 -1.9969 13.8054 11.7951 10.4204  9.5681  9.2024  9.0899
  23  0.277161  3.5514  4.9862 -1.9464 13.6433 11.6366 10.2671  9.4381  9.0792  8.9683
  24  0.291650  3.5537  4.9734 -1.9024 13.5024 11.4989 10.1342  9.3249  8.9719  8.8624
  25  0.302707  3.5554  4.9637 -1.8695 13.3977 11.3964 10.0350  9.2407  8.8921  8.7836
  26  0.310562  3.5567  4.9571 -1.8470 13.3263 11.3262  9.9672  9.1829  8.8374  8.7295
  27  0.316259  3.5575  4.9522 -1.8309 13.2755 11.2764  9.9191  9.1418  8.7984  8.6910
  28  0.320584  3.5582  4.9487 -1.8187 13.2367 11.2384  9.8823  9.1105  8.7688  8.6619
  29  0.324037  3.5587  4.9456 -1.8087 13.2050 11.2073  9.8522  9.0850  8.7447  8.6380
  30  0.327265  3.5592  4.9426 -1.7993 13.1751 11.1779  9.8239  9.0610  8.7220  8.6156
  31  0.330638  3.5598  4.9396 -1.7896 13.1440 11.1474  9.7945  9.0362  8.6986  8.5926
  32  0.334666  3.5605  4.9361 -1.7783 13.1077 11.1118  9.7602  9.0071  8.6713  8.5657
  33  0.339453  3.5613  4.9319 -1.7648 13.0646 11.0695  9.7194  8.9726  8.6387  8.5335
  34  0.348339  3.5628  4.9238 -1.7394 12.9833 10.9883  9.6416  8.9072  8.5776  8.4733
  35  0.369624  3.5670  4.9022 -1.6754 12.7747 10.7831  9.4447  8.7434  8.4243  8.3226
  36  0.411606  3.5770  4.8543 -1.5405 12.3231 10.3428  9.0266  8.3983  8.1039  8.0078
  37  0.424925  3.5808  4.8373 -1.4946 12.1661 10.1900  8.8829  8.2810  7.9959  7.9018
  38  0.434650  3.5838  4.8243 -1.4598 12.0455 10.0725  8.7733  8.1918  7.9141  7.8218
  39  0.444805  3.5870  4.8106 -1.4230 11.9165  9.9480  8.6582  8.0980  7.8281  7.7375
  40  0.455635  3.5908  4.7964 -1.3834 11.7745  9.8115  8.5339  7.9964  7.7352  7.6466
  41  0.467419  3.5952  4.7808 -1.3392 11.6139  9.6578  8.3958  7.8833  7.6320  7.5457
  42  0.479406  3.6000  4.7652 -1.2932 11.4438  9.4956  8.2528  7.7656  7.5248  7.4410
  43  0.491071  3.6050  4.7505 -1.2479 11.2739  9.3337  8.1136  7.6500  7.4194  7.3380
  44  0.501850  3.6100  4.7377 -1.2059 11.1135  9.1813  7.9854  7.5429  7.3217  7.2427
  45  0.511469  3.6146  4.7270 -1.1681 10.9668  9.0417  7.8703  7.4466  7.2339  7.1572
  46  0.520453  3.6194  4.7174 -1.1322 10.8248  8.9070  7.7613  7.3551  7.1509  7.0763
  47  0.529266  3.6242  4.7086 -1.0965 10.6812  8.7699  7.6524  7.2642  7.0686  6.9962
  48  0.538353  3.6296  4.7002 -1.0593 10.5290  8.6241  7.5384  7.1697  6.9834  6.9133
  49  0.547985  3.6356  4.6920 -1.0197 10.3607  8.4660  7.4172  7.0689  6.8927  6.8253
  50  0.558104  3.6420  4.6842 -0.9779 10.1725  8.2956  7.2894  6.9626  6.7971  6.7326
  51  0.568240  3.6490  4.6777 -0.9357  9.9628  8.1184  7.1594  6.8545  6.7001  6.6389
  52  0.573468  3.6528  4.6747 -0.9137  9.8471  8.0251  7.0921  6.7981  6.6495  6.5902
  53  0.578654  3.6566  4.6719 -0.8919  9.7286  7.9322  7.0255  6.7422  6.5990  6.5418
  54  0.583791  3.6604  4.6693 -0.8702  9.6086  7.8404  6.9598  6.6865  6.5488  6.4936
  55  0.588896  3.6642  4.6666 -0.8488  9.4882  7.7505  6.8950  6.6312  6.4988  6.4455
  56  0.593964  3.6678  4.6638 -0.8275  9.3684  7.6629  6.8317  6.5763  6.4489  6.3977
  57  0.598996  3.6715  4.6609 -0.8065  9.2492  7.5773  6.7696  6.5221  6.3995  6.3503
  58  0.604003  3.6750  4.6578 -0.7857  9.1308  7.4939  6.7086  6.4686  6.3506  6.3034
  59  0.608969  3.6784  4.6544 -0.7651  9.0134  7.4127  6.6489  6.4157  6.3022  6.2570
  60  0.613883  3.6818  4.6512 -0.7448  8.8943  7.3333  6.5906  6.3640  6.2548  6.2116
  61  0.618738  3.6851  4.6478 -0.7247  8.7758  7.2560  6.5336  6.3132  6.2081  6.1669
  62  0.623535  3.6883  4.6442 -0.7049  8.6591  7.1807  6.4778  6.2633  6.1623  6.1230
  63  0.628269  3.6915  4.6406 -0.6853  8.5458  7.1077  6.4233  6.2143  6.1173  6.0799
  64  0.632951  3.6946  4.6369 -0.6660  8.4367  7.0368  6.3697  6.1661  6.0730  6.0374
  65  0.637571  3.6976  4.6332 -0.6469  8.3346  6.9682  6.3170  6.1187  6.0293  5.9954
  66  0.642131  3.7006  4.6293 -0.6282  8.2397  6.9019  6.2652  6.0721  5.9863  5.9541
  67  0.646640  3.7035  4.6255 -0.6096  8.1523  6.8377  6.2141  6.0261  5.9438  5.9132
  68  0.651087  3.7063  4.6214 -0.5913  8.0685  6.7754  6.1641  5.9810  5.9021  5.8729
  69  0.655487  3.7091  4.6172 -0.5732  7.9877  6.7148  6.1150  5.9365  5.8610  5.8332
  70  0.659826  3.7118  4.6130 -0.5554  7.9089  6.6556  6.0667  5.8929  5.8205  5.7941
  71  0.664103  3.7144  4.6088 -0.5378  7.8307  6.5977  6.0194  5.8501  5.7808  5.7557
  72  0.668306  3.7169  4.6045 -0.5204  7.7522  6.5411  5.9733  5.8081  5.7418  5.7181
  73  0.672448  3.7194  4.6001 -0.5033  7.6734  6.4855  5.9281  5.7670  5.7036  5.6812
  74  0.676514  3.7219  4.5956 -0.4865  7.5961  6.4315  5.8839  5.7266  5.6660  5.6449
  75  0.680505  3.7243  4.5910 -0.4699  7.5203  6.3786  5.8407  5.6871  5.6292  5.6094
  76  0.684420  3.7266  4.5864 -0.4536  7.4466  6.3271  5.7985  5.6483  5.5930  5.5745
  77  0.688262  3.7288  4.5817 -0.4375  7.3746  6.2768  5.7570  5.6103  5.5576  5.5402
  78  0.692023  3.7309  4.5770 -0.4218  7.3049  6.2278  5.7166  5.5731  5.5228  5.5065
  79  0.695716  3.7331  4.5721 -0.4062  7.2373  6.1799  5.6769  5.5366  5.4886  5.4733
  80  0.699333  3.7351  4.5671 -0.3909  7.1722  6.1332  5.6381  5.5008  5.4549  5.4407
  81  0.702885  3.7370  4.5621 -0.3758  7.1090  6.0876  5.5999  5.4655  5.4218  5.4086
  82  0.707394  3.7395  4.5553 -0.3566  7.0296  6.0298  5.5515  5.4208  5.3797  5.3677
