#NUMBER OF AGES= 1 MAGS= 6
#----------------------------------------------------       
#MIX-LEN  Y      Z          Zeff        [Fe/H] [a/Fe]
# 1.9380  0.2455 2.8125E-04 1.4316E-04  -2.13   0.40 
#----------------------------------------------------       
#**PHOTOMETRIC SYSTEM**: DECam (AB)
#----------------------------------------------------       
#AGE= 8.500 EEPS=268
#EEP   M/Mo    LogTeff  LogG   LogL/Lo DECam_u DECam_g DECam_r DECam_i DECam_z DECam_Y
  11  0.105799  3.5400  5.3657 -2.7902 16.3326 13.8659 12.2866 11.5072 11.1882 11.0905
  12  0.115877  3.5474  5.3191 -2.6741 15.8835 13.4813 11.9328 11.2211 10.9126 10.8145
  13  0.127515  3.5553  5.2713 -2.5533 15.4141 13.0836 11.5716 10.9210 10.6233 10.5258
  14  0.141840  3.5637  5.2241 -2.4265 14.9211 12.6679 11.2003 10.6038 10.3174 10.2217
  15  0.158693  3.5717  5.1840 -2.3055 14.4481 12.2723 10.8529 10.2994 10.0241  9.9305
  16  0.175432  3.5783  5.1531 -2.2047 14.0535 11.9454 10.5692 10.0455  9.7790  9.6877
  17  0.190247  3.5832  5.1286 -2.1255 13.7492 11.6928 10.3504  9.8459  9.5861  9.4964
  18  0.203918  3.5870  5.1074 -2.0587 13.4984 11.4833 10.1684  9.6779  9.4232  9.3350
  19  0.217842  3.5905  5.0875 -1.9965 13.2681 11.2905 10.0005  9.5216  9.2715  9.1846
  20  0.232503  3.5936  5.0687 -1.9367 13.0487 11.1062  9.8398  9.3711  9.1252  9.0397
  21  0.248253  3.5967  5.0506 -1.8777 12.8333 10.9252  9.6821  9.2228  8.9811  8.8969
  22  0.267354  3.6001  5.0318 -1.8130 12.5963 10.7269  9.5097  9.0603  8.8232  8.7404
  23  0.287025  3.6033  5.0141 -1.7516 12.3737 10.5395  9.3467  8.9060  8.6732  8.5918
  24  0.301218  3.6055  5.0030 -1.7109 12.2261 10.4151  9.2385  8.8034  8.5737  8.4932
