#NUMBER OF AGES= 1 MAGS= 6
#----------------------------------------------------       
#MIX-LEN  Y      Z          Zeff        [Fe/H] [a/Fe]
# 1.9380  0.2538 5.4212E-03 2.7595E-03  -0.78   0.40 
#----------------------------------------------------       
#**PHOTOMETRIC SYSTEM**: DECam (AB)
#----------------------------------------------------       
#AGE=13.200 EEPS=267
#EEP   M/Mo    LogTeff  LogG   LogL/Lo DECam_u DECam_g DECam_r DECam_i DECam_z DECam_Y
  13  0.114221  3.5150  5.2805 -2.7711 16.2120 14.2460 12.8297 11.5805 11.1011 10.9669
  14  0.132051  3.5165  5.2097 -2.6318 15.8187 13.8678 12.4581 11.2306 10.7545 10.6196
  15  0.153253  3.5189  5.1473 -2.4953 15.4236 13.4833 12.0813 10.8845 10.4152 10.2803
  16  0.174577  3.5228  5.1058 -2.3812 15.0725 13.1352 11.7427 10.5898 10.1324  9.9990
  17  0.192203  3.5267  5.0788 -2.2971 14.8041 12.8673 11.4828 10.3704  9.9244  9.7930
  18  0.206833  3.5296  5.0576 -2.2321 14.5974 12.6615 11.2832 10.2014  9.7642  9.6344
  19  0.220185  3.5322  5.0394 -2.1765 14.4201 12.4853 11.1123 10.0566  9.6269  9.4985
  20  0.233124  3.5347  5.0233 -2.1258 14.2575 12.3239 10.9561  9.9247  9.5021  9.3752
  21  0.246485  3.5371  5.0082 -2.0768 14.1011 12.1685 10.8059  9.7974  9.3817  9.2563
  22  0.261057  3.5396  4.9935 -2.0273 13.9431 12.0111 10.6539  9.6686  9.2599  9.1361
  23  0.276396  3.5422  4.9791 -1.9780 13.7860 11.8553 10.5033  9.5408  9.1390  9.0168
  24  0.290553  3.5444  4.9664 -1.9345 13.6484 11.7187 10.3713  9.4285  9.0327  8.9119
  25  0.301853  3.5461  4.9566 -1.9010 13.5423 11.6136 10.2697  9.3421  8.9509  8.8313
  26  0.309967  3.5474  4.9496 -1.8774 13.4679 11.5396 10.1981  9.2812  8.8935  8.7746
  27  0.315751  3.5483  4.9446 -1.8608 13.4163 11.4883 10.1484  9.2389  8.8534  8.7350
  28  0.320053  3.5489  4.9411 -1.8487 13.3781 11.4501 10.1114  9.2075  8.8240  8.7060
  29  0.323406  3.5495  4.9381 -1.8391 13.3475 11.4196 10.0819  9.1827  8.8004  8.6828
  30  0.326443  3.5500  4.9351 -1.8300 13.3189 11.3911 10.0545  9.1592  8.7784  8.6611
  31  0.329475  3.5505  4.9324 -1.8212 13.2910 11.3631 10.0275  9.1366  8.7572  8.6402
  32  0.333051  3.5511  4.9293 -1.8111 13.2589 11.3310  9.9966  9.1105  8.7326  8.6160
  33  0.337156  3.5518  4.9258 -1.7996 13.2222 11.2944  9.9613  9.0806  8.7045  8.5884
  34  0.342353  3.5526  4.9213 -1.7850 13.1760 11.2481  9.9168  9.0431  8.6692  8.5537
  35  0.364037  3.5571  4.9008 -1.7214 12.9716 11.0375  9.7152  8.8768  8.5156  8.4034
  36  0.393700  3.5636  4.8707 -1.6311 12.6798 10.7407  9.4304  8.6434  8.2997  8.1919
  37  0.425372  3.5714  4.8341 -1.5282 12.3379 10.4018  9.1067  8.3799  8.0563  7.9531
  38  0.436983  3.5749  4.8195 -1.4879 12.2043 10.2649  8.9748  8.2763  7.9622  7.8613
  39  0.445978  3.5778  4.8078 -1.4561 12.0992 10.1555  8.8686  8.1942  7.8883  7.7891
  40  0.455397  3.5809  4.7956 -1.4225 11.9860 10.0401  8.7583  8.1079  7.8101  7.7129
  41  0.465430  3.5842  4.7826 -1.3864 11.8626  9.9153  8.6404  8.0153  7.7264  7.6312
  42  0.476344  3.5882  4.7686 -1.3465 11.7242  9.7761  8.5106  7.9128  7.6340  7.5411
  43  0.487767  3.5926  4.7541 -1.3041 11.5743  9.6259  8.3726  7.8034  7.5356  7.4453
  44  0.499070  3.5973  4.7400 -1.2614 11.4222  9.4734  8.2351  7.6938  7.4370  7.3493
  45  0.510070  3.6020  4.7270 -1.2198 11.2727  9.3228  8.1013  7.5869  7.3409  7.2558
  46  0.520622  3.6068  4.7151 -1.1798 11.1279  9.1760  7.9722  7.4839  7.2486  7.1661
  47  0.530772  3.6118  4.7042 -1.1408 10.9849  9.0306  7.8462  7.3836  7.1592  7.0792
  48  0.540722  3.6170  4.6941 -1.1019 10.8403  8.8830  7.7213  7.2838  7.0702  6.9928
  49  0.550765  3.6225  4.6845 -1.0622 10.6891  8.7287  7.5935  7.1817  6.9796  6.9048
  50  0.560953  3.6285  4.6755 -1.0215 10.5281  8.5674  7.4632  7.0774  6.8870  6.8149
  51  0.571362  3.6348  4.6671 -0.9798 10.3534  8.3982  7.3300  6.9702  6.7919  6.7227
  52  0.576869  3.6383  4.6631 -0.9574 10.2530  8.3057  7.2590  6.9130  6.7410  6.6735
  53  0.582316  3.6420  4.6594 -0.9352 10.1477  8.2120  7.1881  6.8558  6.6902  6.6245
  54  0.587690  3.6457  4.6560 -0.9131 10.0386  8.1181  7.1180  6.7989  6.6397  6.5757
  55  0.592988  3.6494  4.6530 -0.8911  9.9265  8.0242  7.0488  6.7425  6.5894  6.5273
  56  0.598208  3.6531  4.6500 -0.8695  9.8111  7.9313  6.9809  6.6866  6.5394  6.4793
  57  0.603355  3.6568  4.6472 -0.8483  9.6940  7.8398  6.9144  6.6312  6.4897  6.4315
  58  0.608440  3.6604  4.6444 -0.8272  9.5763  7.7504  6.8495  6.5764  6.4402  6.3841
  59  0.613471  3.6640  4.6414 -0.8064  9.4588  7.6631  6.7862  6.5223  6.3911  6.3370
  60  0.618438  3.6675  4.6384 -0.7860  9.3419  7.5780  6.7245  6.4691  6.3426  6.2905
  61  0.623344  3.6709  4.6352 -0.7658  9.2259  7.4951  6.6642  6.4166  6.2947  6.2446
  62  0.628184  3.6742  4.6318 -0.7459  9.1106  7.4145  6.6055  6.3651  6.2475  6.1995
  63  0.632957  3.6775  4.6285 -0.7262  8.9956  7.3359  6.5482  6.3146  6.2012  6.1551
  64  0.637672  3.6807  4.6251 -0.7068  8.8816  7.2593  6.4923  6.2649  6.1557  6.1114
  65  0.642326  3.6838  4.6216 -0.6876  8.7700  7.1848  6.4376  6.2161  6.1109  6.0685
  66  0.646925  3.6868  4.6180 -0.6687  8.6613  7.1124  6.3840  6.1683  6.0668  6.0262
  67  0.651485  3.6898  4.6143 -0.6500  8.5562  7.0419  6.3313  6.1210  6.0232  5.9844
  68  0.655992  3.6927  4.6105 -0.6315  8.4573  6.9737  6.2796  6.0745  5.9804  5.9433
  69  0.660460  3.6955  4.6065 -0.6134  8.3643  6.9076  6.2287  6.0287  5.9382  5.9025
  70  0.664888  3.6983  4.6025 -0.5954  8.2762  6.8434  6.1786  5.9837  5.8965  5.8625
  71  0.669276  3.7011  4.5985 -0.5776  8.1908  6.7810  6.1294  5.9393  5.8555  5.8229
  72  0.673615  3.7037  4.5944 -0.5601  8.1084  6.7202  6.0812  5.8958  5.8152  5.7841
  73  0.677906  3.7062  4.5901 -0.5428  8.0279  6.6609  6.0339  5.8530  5.7755  5.7457
  74  0.682132  3.7087  4.5858 -0.5257  7.9489  6.6032  5.9877  5.8110  5.7365  5.7081
  75  0.686282  3.7112  4.5815 -0.5089  7.8703  6.5469  5.9425  5.7699  5.6984  5.6713
  76  0.690351  3.7136  4.5770 -0.4924  7.7926  6.4919  5.8982  5.7297  5.6609  5.6352
  77  0.694339  3.7160  4.5725 -0.4762  7.7163  6.4383  5.8551  5.6903  5.6242  5.5997
  78  0.698231  3.7182  4.5680 -0.4602  7.6418  6.3862  5.8128  5.6517  5.5882  5.5649
  79  0.702033  3.7204  4.5635 -0.4444  7.5692  6.3353  5.7715  5.6139  5.5530  5.5308
  80  0.705736  3.7224  4.5587 -0.4290  7.4988  6.2859  5.7311  5.5769  5.5184  5.4974
  81  0.709349  3.7245  4.5539 -0.4139  7.4302  6.2377  5.6917  5.5405  5.4844  5.4646
  82  0.713828  3.7271  4.5477 -0.3948  7.3458  6.1779  5.6425  5.4953  5.4421  5.4234
  83  0.718209  3.7295  4.5413 -0.3760  7.2638  6.1195  5.5941  5.4507  5.4002  5.3828
  84  0.722500  3.7318  4.5347 -0.3575  7.1844  6.0622  5.5465  5.4067  5.3588  5.3426
  85  0.726708  3.7341  4.5279 -0.3390  7.1069  6.0061  5.4996  5.3634  5.3178  5.3028
