#NUMBER OF AGES= 1 MAGS= 6
#----------------------------------------------------       
#MIX-LEN  Y      Z          Zeff        [Fe/H] [a/Fe]
# 1.9380  0.2503 3.2608E-03 1.6598E-03  -1.01   0.40 
#----------------------------------------------------       
#**PHOTOMETRIC SYSTEM**: DECam (AB)
#----------------------------------------------------       
#AGE= 8.400 EEPS=268
#EEP   M/Mo    LogTeff  LogG   LogL/Lo DECam_u DECam_g DECam_r DECam_i DECam_z DECam_Y
  11  0.113465  3.5193  5.2952 -2.7715 16.2590 14.1640 12.7112 11.5551 11.1150 10.9934
  12  0.128832  3.5220  5.2317 -2.6424 15.8738 13.7915 12.3474 11.2278 10.7949 10.6731
  13  0.148786  3.5258  5.1695 -2.5025 15.4474 13.3782 11.9442 10.8714 10.4488 10.3274
  14  0.173955  3.5321  5.1211 -2.3610 14.9876 12.9285 11.5082 10.5050 10.1001  9.9805
  15  0.196876  3.5382  5.0889 -2.2505 14.6171 12.5655 11.1576 10.2172  9.8291  9.7124
  16  0.214575  3.5424  5.0649 -2.1724 14.3582 12.3135 10.9143 10.0149  9.6378  9.5233
  17  0.229660  3.5458  5.0461 -2.1107 14.1535 12.1147 10.7225  9.8550  9.4867  9.3739
  18  0.243672  3.5486  5.0298 -2.0571 13.9773 11.9440 10.5579  9.7171  9.3561  9.2448
  19  0.258052  3.5513  5.0146 -2.0065 13.8120 11.7838 10.4034  9.5866  9.2324  9.1226
  20  0.273913  3.5539  4.9999 -1.9553 13.6463 11.6232 10.2485  9.4550  9.1075  8.9993
  21  0.288225  3.5562  4.9869 -1.9111 13.5045 11.4855 10.1157  9.3416  8.9998  8.8930
  22  0.299471  3.5579  4.9762 -1.8766 13.3947 11.3789 10.0129  9.2536  8.9162  8.8104
  23  0.307537  3.5592  4.9681 -1.8522 13.3175 11.3037  9.9404  9.1912  8.8568  8.7516
  24  0.313657  3.5601  4.9621 -1.8341 13.2606 11.2482  9.8868  9.1450  8.8128  8.7081
  25  0.318417  3.5608  4.9576 -1.8203 13.2169 11.2056  9.8457  9.1097  8.7791  8.6750
  26  0.322363  3.5613  4.9538 -1.8088 13.1807 11.1704  9.8118  9.0805  8.7514  8.6475
  27  0.325991  3.5619  4.9504 -1.7983 13.1474 11.1380  9.7805  9.0537  8.7260  8.6223
  28  0.330162  3.5625  4.9470 -1.7867 13.1105 11.1021  9.7459  9.0242  8.6980  8.5949
  29  0.335187  3.5633  4.9430 -1.7730 13.0666 11.0593  9.7047  8.9892  8.6651  8.5622
  30  0.341832  3.5643  4.9378 -1.7552 13.0091 11.0032  9.6508  8.9436  8.6221  8.5198
  31  0.361004  3.5680  4.9195 -1.6991 12.8243 10.8239  9.4794  8.8002  8.4877  8.3874
  32  0.409196  3.5789  4.8665 -1.5476 12.3185 10.3323  9.0127  8.4133  8.1276  8.0335
  33  0.424168  3.5830  4.8481 -1.4975 12.1448 10.1662  8.8584  8.2851  8.0088  7.9168
  34  0.436679  3.5866  4.8320 -1.4540 11.9910 10.0205  8.7252  8.1740  7.9061  7.8160
  35  0.448548  3.5904  4.8166 -1.4117 11.8395  9.8765  8.5943  8.0658  7.8067  7.7186
  36  0.461423  3.5949  4.8002 -1.3649 11.6690  9.7149  8.4494  7.9461  7.6970  7.6113
  37  0.474559  3.6000  4.7834 -1.3159 11.4871  9.5433  8.2982  7.8209  7.5824  7.4993
  38  0.487277  3.6053  4.7679 -1.2677 11.3047  9.3719  8.1510  7.6979  7.4700  7.3894
  39  0.498686  3.6103  4.7548 -1.2242 11.1368  9.2145  8.0196  7.5869  7.3684  7.2901
  40  0.508549  3.6151  4.7442 -1.1863 10.9874  9.0747  7.9055  7.4905  7.2802  7.2042
  41  0.517447  3.6195  4.7351 -1.1516 10.8480  8.9449  7.8018  7.4024  7.1998  7.1258
  42  0.526123  3.6242  4.7268 -1.1175 10.7079  8.8145  7.6995  7.3158  7.1208  7.0489
  43  0.535389  3.6295  4.7188 -1.0810 10.5559  8.6715  7.5889  7.2229  7.0367  6.9671
  44  0.545961  3.6356  4.7104 -1.0393 10.3773  8.5056  7.4626  7.1170  6.9412  6.8743
  45  0.557813  3.6431  4.7025 -0.9923 10.1639  8.3141  7.3200  6.9976  6.8336  6.7701
  46  0.570159  3.6514  4.6960 -0.9429  9.9146  8.1062  7.1694  6.8714  6.7203  6.6609
  47  0.582805  3.6602  4.6904 -0.8925  9.6400  7.8921  7.0160  6.7420  6.6037  6.5487
  48  0.595540  3.6690  4.6845 -0.8421  9.3582  7.6835  6.8657  6.6126  6.4865  6.4362
  49  0.608237  3.6774  4.6782 -0.7927  9.0782  7.4857  6.7213  6.4858  6.3708  6.3253
  50  0.620696  3.6856  4.6715 -0.7446  8.7977  7.2989  6.5839  6.3638  6.2592  6.2185
  51  0.632804  3.6933  4.6645 -0.6984  8.5255  7.1247  6.4543  6.2481  6.1531  6.1169
  52  0.638395  3.6969  4.6612 -0.6772  8.4061  7.0470  6.3954  6.1954  6.1047  6.0706
  53  0.643953  3.7003  4.6577 -0.6561  8.2924  6.9716  6.3375  6.1433  6.0569  6.0247
  54  0.649474  3.7037  4.6540 -0.6352  8.1904  6.8989  6.2803  6.0919  6.0095  5.9792
  55  0.654960  3.7070  4.6503 -0.6147  8.0944  6.8282  6.2238  6.0412  5.9628  5.9341
  56  0.660423  3.7103  4.6466 -0.5942  8.0017  6.7593  6.1681  5.9911  5.9165  5.8896
  57  0.665840  3.7135  4.6427 -0.5739  7.9110  6.6919  6.1135  5.9418  5.8711  5.8458
  58  0.671200  3.7166  4.6387 -0.5540  7.8218  6.6261  6.0599  5.8935  5.8264  5.8028
  59  0.676499  3.7196  4.6346 -0.5343  7.7317  6.5619  6.0078  5.8461  5.7826  5.7605
  60  0.681732  3.7226  4.6304 -0.5149  7.6413  6.4991  5.9568  5.7998  5.7397  5.7192
  61  0.686888  3.7255  4.6260 -0.4959  7.5527  6.4379  5.9071  5.7545  5.6976  5.6786
  62  0.691972  3.7283  4.6216 -0.4771  7.4668  6.3785  5.8585  5.7102  5.6565  5.6389
  63  0.696966  3.7310  4.6172 -0.4587  7.3832  6.3206  5.8111  5.6669  5.6161  5.6000
  64  0.701883  3.7336  4.6126 -0.4405  7.3022  6.2642  5.7649  5.6245  5.5767  5.5618
  65  0.706714  3.7362  4.6079 -0.4227  7.2245  6.2093  5.7197  5.5831  5.5380  5.5245
  66  0.711474  3.7387  4.6032 -0.4051  7.1493  6.1557  5.6754  5.5424  5.5000  5.4878
  67  0.716168  3.7410  4.5983 -0.3879  7.0762  6.1034  5.6319  5.5025  5.4627  5.4517
  68  0.720804  3.7433  4.5933 -0.3708  7.0052  6.0521  5.5892  5.4632  5.4258  5.4159
  69  0.725383  3.7456  4.5882 -0.3539  6.9359  6.0016  5.5471  5.4244  5.3893  5.3805
  70  0.729903  3.7478  4.5830 -0.3373  6.8687  5.9523  5.5057  5.3861  5.3532  5.3455
  71  0.734374  3.7500  4.5776 -0.3207  6.8032  5.9039  5.4648  5.3481  5.3174  5.3108
  72  0.738793  3.7520  4.5721 -0.3043  6.7396  5.8564  5.4242  5.3104  5.2818  5.2761
  73  0.743150  3.7540  4.5665 -0.2882  6.6777  5.8097  5.3843  5.2732  5.2466  5.2418
  74  0.747451  3.7559  4.5606 -0.2722  6.6174  5.7639  5.3449  5.2365  5.2116  5.2079
  75  0.751694  3.7578  4.5548 -0.2564  6.5583  5.7187  5.3062  5.2002  5.1772  5.1743
  76  0.755863  3.7596  4.5487 -0.2407  6.5010  5.6745  5.2680  5.1644  5.1431  5.1411
  77  0.759957  3.7614  4.5427 -0.2254  6.4448  5.6311  5.2304  5.1292  5.1096  5.1084
  78  0.763984  3.7630  4.5364 -0.2102  6.3903  5.5886  5.1936  5.0946  5.0765  5.0762
  79  0.767939  3.7646  4.5301 -0.1952  6.3368  5.5468  5.1573  5.0605  5.0440  5.0444
  80  0.771837  3.7662  4.5238 -0.1805  6.2842  5.5056  5.1218  5.0273  5.0122  5.0133
  81  0.775675  3.7676  4.5175 -0.1659  6.2327  5.4652  5.0869  4.9945  4.9807  4.9826
  82  0.780315  3.7694  4.5096 -0.1483  6.1710  5.4163  5.0446  4.9548  4.9428  4.9453
  83  0.784911  3.7711  4.5015 -0.1308  6.1106  5.3680  5.0028  4.9153  4.9050  4.9083
  84  0.789465  3.7728  4.4933 -0.1135  6.0516  5.3203  4.9613  4.8762  4.8674  4.8715
  85  0.793981  3.7744  4.4850 -0.0963  5.9936  5.2733  4.9200  4.8374  4.8299  4.8349
  86  0.798460  3.7760  4.4766 -0.0792  5.9367  5.2266  4.8792  4.7987  4.7927  4.7983
  87  0.802899  3.7775  4.4682 -0.0623  5.8811  5.1803  4.8385  4.7602  4.7556  4.7618
  88  0.807302  3.7790  4.4596 -0.0454  5.8265  5.1345  4.7979  4.7217  4.7185  4.7254
  89  0.811657  3.7804  4.4509 -0.0288  5.7734  5.0893  4.7576  4.6835  4.6816  4.6891
