#NUMBER OF AGES= 1 MAGS= 6
#----------------------------------------------------       
#MIX-LEN  Y      Z          Zeff        [Fe/H] [a/Fe]
# 1.9380  0.2468 1.1135E-03 5.6676E-04  -1.49   0.40 
#----------------------------------------------------       
#**PHOTOMETRIC SYSTEM**: DECam (AB)
#----------------------------------------------------       
#AGE= 6.800 EEPS=270
#EEP   M/Mo    LogTeff  LogG   LogL/Lo DECam_u DECam_g DECam_r DECam_i DECam_z DECam_Y
  10  0.108160  3.5291  5.3373 -2.7954 16.3850 14.0775 12.5345 11.5747 11.2057 11.0990
  11  0.119587  3.5352  5.2865 -2.6766 15.9625 13.6843 12.1555 11.2720 10.9183 10.8125
  12  0.133509  3.5419  5.2340 -2.5496 15.5052 13.2667 11.7564 10.9488 10.6107 10.5060
  13  0.152799  3.5500  5.1820 -2.4067 14.9835 12.7963 11.3120 10.5843 10.2637 10.1610
  14  0.178021  3.5592  5.1380 -2.2598 14.4399 12.3116 10.8612 10.2089  9.9064  9.8068
  15  0.201227  3.5657  5.1043 -2.1464 14.0339 11.9496 10.5271  9.9204  9.6299  9.5326
  16  0.221331  3.5700  5.0766 -2.0602 13.7370 11.6838 10.2815  9.7018  9.4189  9.3233
  17  0.239659  3.5734  5.0541 -1.9896 13.4983 11.4697 10.0841  9.5235  9.2461  9.1518
  18  0.256172  3.5760  5.0359 -1.9318 13.3037 11.2951  9.9236  9.3773  9.1045  9.0111
  19  0.272070  3.5783  5.0207 -1.8810 13.1338 11.1428  9.7838  9.2493  8.9802  8.8878
  20  0.285787  3.5802  5.0080 -1.8396 12.9954 11.0185  9.6701  9.1445  8.8785  8.7868
  21  0.296663  3.5816  4.9976 -1.8073 12.8878 10.9216  9.5817  9.0628  8.7992  8.7082
  22  0.304941  3.5827  4.9894 -1.7829 12.8073 10.8491  9.5156  9.0015  8.7396  8.6490
  23  0.311257  3.5834  4.9835 -1.7651 12.7483 10.7959  9.4670  8.9562  8.6955  8.6052
  24  0.316117  3.5840  4.9788 -1.7514 12.7037 10.7557  9.4303  8.9219  8.6621  8.5721
  25  0.320080  3.5845  4.9751 -1.7405 12.6679 10.7232  9.4008  8.8944  8.6353  8.5454
  26  0.323566  3.5849  4.9719 -1.7310 12.6368 10.6951  9.3751  8.8704  8.6120  8.5223
  27  0.327240  3.5853  4.9691 -1.7216 12.6054 10.6668  9.3496  8.8466  8.5889  8.4995
  28  0.331619  3.5858  4.9661 -1.7108 12.5695 10.6347  9.3204  8.8195  8.5625  8.4733
  29  0.337234  3.5865  4.9622 -1.6971 12.5236 10.5933  9.2831  8.7849  8.5289  8.4400
  30  0.345496  3.5875  4.9563 -1.6767 12.4544 10.5311  9.2271  8.7333  8.4790  8.3906
  31  0.378444  3.5930  4.9234 -1.5827 12.1206 10.2363  8.9686  8.4950  8.2495  8.1636
  32  0.415127  3.6008  4.8798 -1.4674 11.6983  9.8657  8.6498  8.2023  7.9688  7.8866
  33  0.429642  3.6046  4.8601 -1.4172 11.5107  9.7007  8.5104  8.0748  7.8472  7.7667
  34  0.442318  3.6086  4.8429 -1.3717 11.3382  9.5484  8.3829  7.9588  7.7369  7.6584
  35  0.455659  3.6133  4.8253 -1.3224 11.1482  9.3804  8.2445  7.8334  7.6182  7.5419
  36  0.469345  3.6188  4.8079 -1.2699 10.9407  9.1967  8.0957  7.6995  7.4925  7.4188
  37  0.482328  3.6248  4.7924 -1.2185 10.7319  9.0108  7.9483  7.5686  7.3705  7.2997
  38  0.494263  3.6309  4.7795 -1.1708 10.5313  8.8314  7.8093  7.4472  7.2587  7.1909
  39  0.504706  3.6366  4.7695 -1.1290 10.3494  8.6701  7.6862  7.3409  7.1616  7.0967
  40  0.513822  3.6420  4.7620 -1.0921 10.1816  8.5240  7.5767  7.2471  7.0765  7.0142
  41  0.522330  3.6474  4.7562 -1.0573 10.0150  8.3836  7.4727  7.1583  6.9964  6.9369
  42  0.531173  3.6534  4.7510 -1.0209  9.8344  8.2364  7.3642  7.0659  6.9130  6.8566
  43  0.541232  3.6603  4.7457 -0.9799  9.6240  8.0709  7.2424  6.9617  6.8190  6.7662
  44  0.553052  3.6683  4.7395 -0.9323  9.3727  7.8826  7.1028  6.8406  6.7094  6.6609
  45  0.566219  3.6772  4.7327 -0.8797  9.0896  7.6796  6.9504  6.7071  6.5881  6.5444
  46  0.579963  3.6865  4.7258 -0.8252  8.7980  7.4765  6.7955  6.5700  6.4631  6.4248
  47  0.593866  3.6956  4.7185 -0.7709  8.5151  7.2825  6.6442  6.4350  6.3396  6.3064
  48  0.607675  3.7045  4.7105 -0.7177  8.2491  7.1001  6.4996  6.3050  6.2202  6.1919
  49  0.621208  3.7129  4.7022 -0.6663  8.0015  6.9292  6.3623  6.1813  6.1063  6.0825
  50  0.634236  3.7207  4.6936 -0.6173  7.7751  6.7712  6.2341  6.0653  5.9991  5.9795
  51  0.646502  3.7277  4.6846 -0.5716  7.5723  6.6275  6.1166  5.9586  5.9003  5.8843
  52  0.651978  3.7308  4.6804 -0.5514  7.4849  6.5648  6.0651  5.9116  5.8568  5.8423
  53  0.657390  3.7339  4.6760 -0.5314  7.4005  6.5038  6.0147  5.8657  5.8140  5.8011
  54  0.662732  3.7367  4.6715 -0.5118  7.3187  6.4441  5.9653  5.8207  5.7721  5.7607
  55  0.668025  3.7396  4.6669 -0.4924  7.2395  6.3857  5.9169  5.7765  5.7309  5.7209
  56  0.673277  3.7423  4.6622 -0.4732  7.1623  6.3284  5.8693  5.7329  5.6901  5.6815
  57  0.678500  3.7450  4.6573 -0.4541  7.0872  6.2721  5.8223  5.6899  5.6498  5.6426
  58  0.683698  3.7477  4.6523 -0.4352  7.0137  6.2165  5.7759  5.6472  5.6099  5.6038
  59  0.688872  3.7503  4.6470 -0.4164  6.9421  6.1618  5.7300  5.6049  5.5702  5.5653
  60  0.694026  3.7528  4.6417 -0.3978  6.8719  6.1076  5.6843  5.5630  5.5308  5.5271
  61  0.699145  3.7552  4.6361 -0.3792  6.8034  6.0543  5.6393  5.5214  5.4917  5.4890
  62  0.704224  3.7576  4.6304 -0.3608  6.7363  6.0017  5.5947  5.4802  5.4528  5.4513
  63  0.709256  3.7600  4.6245 -0.3426  6.6709  5.9498  5.5506  5.4395  5.4143  5.4138
  64  0.714235  3.7622  4.6184 -0.3245  6.6069  5.8988  5.5070  5.3991  5.3761  5.3766
  65  0.719151  3.7644  4.6123 -0.3066  6.5446  5.8485  5.4640  5.3592  5.3383  5.3398
  66  0.724011  3.7665  4.6060 -0.2890  6.4837  5.7992  5.4216  5.3199  5.3009  5.3034
  67  0.728805  3.7685  4.5998 -0.2717  6.4240  5.7506  5.3799  5.2811  5.2642  5.2675
  68  0.733546  3.7705  4.5935 -0.2545  6.3657  5.7029  5.3389  5.2429  5.2280  5.2321
  69  0.738230  3.7726  4.5874 -0.2376  6.3085  5.6559  5.2984  5.2054  5.1922  5.1973
  70  0.742862  3.7745  4.5813 -0.2209  6.2526  5.6096  5.2586  5.1683  5.1571  5.1630
  71  0.747451  3.7765  4.5754 -0.2044  6.1978  5.5640  5.2193  5.1319  5.1224  5.1291
  72  0.751991  3.7785  4.5696 -0.1883  6.1439  5.5192  5.1807  5.0960  5.0882  5.0957
  73  0.756479  3.7804  4.5639 -0.1723  6.0911  5.4751  5.1427  5.0607  5.0547  5.0629
  74  0.760921  3.7823  4.5584 -0.1565  6.0393  5.4317  5.1052  5.0258  5.0215  5.0306
  75  0.765314  3.7842  4.5530 -0.1410  5.9884  5.3888  5.0682  4.9916  4.9890  4.9987
  76  0.769648  3.7860  4.5475 -0.1257  5.9386  5.3467  5.0319  4.9578  4.9568  4.9673
  77  0.773914  3.7879  4.5422 -0.1106  5.8898  5.3052  4.9961  4.9247  4.9253  4.9365
  78  0.778109  3.7897  4.5369 -0.0957  5.8419  5.2644  4.9610  4.8922  4.8943  4.9062
  79  0.782225  3.7915  4.5315 -0.0811  5.7948  5.2242  4.9264  4.8601  4.8638  4.8763
  80  0.786256  3.7932  4.5263 -0.0667  5.7487  5.1848  4.8924  4.8287  4.8337  4.8470
  81  0.790204  3.7948  4.5208 -0.0525  5.7037  5.1459  4.8589  4.7976  4.8041  4.8180
  82  0.795221  3.7969  4.5137 -0.0343  5.6460  5.0960  4.8161  4.7579  4.7663  4.7809
  83  0.800155  3.7990  4.5063 -0.0162  5.5892  5.0467  4.7735  4.7184  4.7286  4.7440
  84  0.805003  3.8009  4.4987  0.0018  5.5334  4.9977  4.7311  4.6790  4.6909  4.7070
  85  0.809758  3.8027  4.4909  0.0197  5.4784  4.9492  4.6889  4.6398  4.6531  4.6700
  86  0.814426  3.8045  4.4829  0.0375  5.4242  4.9011  4.6469  4.6005  4.6155  4.6330
  87  0.819016  3.8063  4.4747  0.0551  5.3709  4.8536  4.6051  4.5613  4.5777  4.5959
  88  0.823528  3.8080  4.4664  0.0726  5.3183  4.8062  4.5633  4.5222  4.5400  4.5588
  89  0.827974  3.8097  4.4579  0.0900  5.2663  4.7594  4.5216  4.4830  4.5021  4.5215
  90  0.832351  3.8113  4.4492  0.1074  5.2150  4.7127  4.4801  4.4439  4.4643  4.4843
  91  0.836664  3.8129  4.4405  0.1247  5.1641  4.6664  4.4387  4.4048  4.4265  4.4470
  92  0.840911  3.8144  4.4316  0.1419  5.1138  4.6203  4.3975  4.3659  4.3887  4.4099
  93  0.845082  3.8158  4.4227  0.1590  5.0640  4.5746  4.3564  4.3271  4.3511  4.3728
  94  0.849170  3.8173  4.4135  0.1759  5.0149  4.5292  4.3156  4.2885  4.3135  4.3358
  95  0.853179  3.8187  4.4043  0.1928  4.9664  4.4843  4.2751  4.2502  4.2762  4.2990
  96  0.857112  3.8201  4.3950  0.2095  4.9184  4.4398  4.2349  4.2121  4.2391  4.2624
  97  0.860962  3.8214  4.3858  0.2260  4.8711  4.3959  4.1952  4.1744  4.2023  4.2261
  98  0.864721  3.8226  4.3763  0.2423  4.8246  4.3524  4.1558  4.1370  4.1657  4.1900
  99  0.868394  3.8239  4.3669  0.2584  4.7790  4.3096  4.1168  4.0999  4.1295  4.1542
 100  0.871988  3.8250  4.3575  0.2742  4.7339  4.2673  4.0783  4.0633  4.0937  4.1188
 101  0.875509  3.8262  4.3481  0.2899  4.6896  4.2255  4.0402  4.0270  4.0581  4.0837
 102  0.878965  3.8273  4.3388  0.3054  4.6458  4.1843  4.0025  3.9910  4.0229  4.0488
 103  0.882357  3.8283  4.3295  0.3208  4.6027  4.1436  3.9652  3.9555  3.9881  4.0144
 104  0.885697  3.8293  4.3201  0.3360  4.5601  4.1033  3.9282  3.9203  3.9535  3.9802
 105  0.888988  3.8304  4.3107  0.3510  4.5180  4.0633  3.8917  3.8854  3.9192  3.9463
 106  0.892237  3.8313  4.3014  0.3659  4.4764  4.0238  3.8554  3.8508  3.8853  3.9127
 107  0.895451  3.8323  4.2921  0.3806  4.4352  3.9846  3.8194  3.8163  3.8514  3.8792
 108  0.898625  3.8332  4.2828  0.3953  4.3945  3.9458  3.7837  3.7822  3.8178  3.8460
 109  0.901764  3.8342  4.2734  0.4097  4.3541  3.9073  3.7482  3.7482  3.7844  3.8129
 110  0.904855  3.8350  4.2639  0.4242  4.3142  3.8692  3.7130  3.7145  3.7511  3.7799
 111  0.907871  3.8359  4.2545  0.4384  4.2748  3.8314  3.6781  3.6810  3.7181  3.7473
 112  0.909082  3.8363  4.2507  0.4443  4.2585  3.8158  3.6638  3.6673  3.7047  3.7339
 113  0.910295  3.8367  4.2469  0.4502  4.2420  3.8000  3.6493  3.6535  3.6910  3.7205
 114  0.911511  3.8370  4.2430  0.4562  4.2253  3.7841  3.6347  3.6395  3.6773  3.7068
 115  0.912729  3.8374  4.2391  0.4623  4.2084  3.7680  3.6198  3.6255  3.6634  3.6930
 116  0.913948  3.8378  4.2351  0.4684  4.1915  3.7517  3.6049  3.6111  3.6493  3.6791
 117  0.915167  3.8382  4.2310  0.4746  4.1744  3.7354  3.5897  3.5966  3.6349  3.6649
 118  0.916385  3.8386  4.2267  0.4808  4.1571  3.7188  3.5743  3.5818  3.6203  3.6504
 119  0.917602  3.8389  4.2223  0.4872  4.1398  3.7020  3.5587  3.5668  3.6055  3.6358
 120  0.918817  3.8392  4.2177  0.4936  4.1224  3.6851  3.5430  3.5516  3.5905  3.6208
 121  0.920031  3.8395  4.2130  0.5001  4.1048  3.6681  3.5271  3.5363  3.5752  3.6057
 122  0.921241  3.8397  4.2082  0.5066  4.0871  3.6510  3.5109  3.5207  3.5597  3.5903
 123  0.922450  3.8400  4.2032  0.5132  4.0693  3.6336  3.4946  3.5049  3.5440  3.5746
 124  0.923654  3.8403  4.1982  0.5199  4.0514  3.6162  3.4780  3.4888  3.5281  3.5589
 125  0.924856  3.8405  4.1929  0.5266  4.0333  3.5985  3.4614  3.4726  3.5120  3.5428
 126  0.926053  3.8408  4.1877  0.5334  4.0152  3.5808  3.4445  3.4562  3.4957  3.5266
 127  0.927245  3.8410  4.1822  0.5402  3.9970  3.5629  3.4275  3.4396  3.4791  3.5101
