#NUMBER OF AGES= 1 MAGS= 6
#----------------------------------------------------       
#MIX-LEN  Y      Z          Zeff        [Fe/H] [a/Fe]
# 1.9380  0.2454 2.5304E-04 1.2880E-04  -2.19   0.40 
#----------------------------------------------------       
#**PHOTOMETRIC SYSTEM**: DECam (AB)
#----------------------------------------------------       
#AGE=11.200 EEPS=267
#EEP   M/Mo    LogTeff  LogG   LogL/Lo DECam_u DECam_g DECam_r DECam_i DECam_z DECam_Y
  12  0.103040  3.5389  5.3791 -2.8194 16.4396 13.9444 12.3579 11.5720 11.2531 11.1562
  13  0.113009  3.5469  5.3324 -2.7009 15.9755 13.5504 11.9962 11.2820 10.9739 10.8762
  14  0.124116  3.5550  5.2849 -2.5800 15.4976 13.1503 11.6343 10.9834 10.6860 10.5888
  15  0.136952  3.5633  5.2388 -2.4582 15.0162 12.7494 11.2776 10.6800 10.3935 10.2976
  16  0.150891  3.5708  5.2000 -2.3473 14.5791 12.3860 10.9596 10.4021 10.1254 10.0315
  17  0.164620  3.5768  5.1697 -2.2550 14.2136 12.0858 10.6998 10.1701  9.9015  9.8095
  18  0.177312  3.5816  5.1456 -2.1795 13.9181 11.8434 10.4908  9.9804  9.7182  9.6277
  19  0.189472  3.5856  5.1246 -2.1139 13.6661 11.6353 10.3112  9.8153  9.5583  9.4694
  20  0.201790  3.5891  5.1049 -2.0528 13.4359 11.4443 10.1458  9.6620  9.4096  9.3219
  21  0.215317  3.5924  5.0852 -1.9915 13.2081 11.2545  9.9810  9.5080  9.2601  9.1738
  22  0.230582  3.5958  5.0658 -1.9288 12.9774 11.0615  9.8130  9.3502  9.1069  9.0220
  23  0.247973  3.5992  5.0464 -1.8640 12.7402 10.8626  9.6401  9.1873  8.9486  8.8652
  24  0.269779  3.6031  5.0256 -1.7910 12.4739 10.6392  9.4459  9.0038  8.7703  8.6886
  25  0.291448  3.6066  5.0079 -1.7259 12.2380 10.4401  9.2725  8.8396  8.6109  8.5309
  26  0.304721  3.6085  4.9989 -1.6897 12.1070 10.3293  9.1763  8.7485  8.5224  8.4433
  27  0.312795  3.6096  4.9942 -1.6692 12.0329 10.2666  9.1218  8.6968  8.4723  8.3937
  28  0.318278  3.6104  4.9911 -1.6555 11.9835 10.2247  9.0853  8.6622  8.4388  8.3606
  29  0.322356  3.6110  4.9885 -1.6452 11.9460 10.1929  9.0577  8.6361  8.4135  8.3356
  30  0.326046  3.6115  4.9867 -1.6363 11.9130 10.1650  9.0338  8.6135  8.3916  8.3140
  31  0.330033  3.6121  4.9844 -1.6263 11.8769 10.1345  9.0073  8.5885  8.3674  8.2900
  32  0.334641  3.6126  4.9813 -1.6147 11.8355 10.0991  8.9764  8.5593  8.3391  8.2621
  33  0.341280  3.6136  4.9776 -1.5990 11.7785 10.0506  8.9342  8.5193  8.3004  8.2238
  34  0.348583  3.6146  4.9723 -1.5804 11.7120  9.9936  8.8845  8.4721  8.2548  8.1787
  35  0.357161  3.6159  4.9655 -1.5578 11.6301  9.9241  8.8243  8.4152  8.1996  8.1244
  36  0.367797  3.6177  4.9557 -1.5281 11.5207  9.8315  8.7445  8.3400  8.1271  8.0528
  37  0.382155  3.6206  4.9411 -1.4851 11.3571  9.6942  8.6283  8.2311  8.0223  7.9494
  38  0.398668  3.6246  4.9228 -1.4325 11.1530  9.5225  8.4844  8.0972  7.8942  7.8235
  39  0.414854  3.6291  4.9028 -1.3776 10.9394  9.3411  8.3331  7.9572  7.7608  7.6924
  40  0.430888  3.6341  4.8828 -1.3213 10.7188  9.1533  8.1772  7.8138  7.6248  7.5591
  41  0.446113  3.6391  4.8645 -1.2673 10.5012  8.9709  8.0269  7.6764  7.4950  7.4321
  42  0.460502  3.6445  4.8474 -1.2149 10.2817  8.7907  7.8799  7.5428  7.3696  7.3098
  43  0.472357  3.6496  4.8332 -1.1695 10.0855  8.6328  7.7522  7.4273  7.2617  7.2046
  44  0.482944  3.6545  4.8206 -1.1275  9.8992  8.4858  7.6340  7.3208  7.1623  7.1081
  45  0.492700  3.6593  4.8093 -1.0881  9.7216  8.3476  7.5234  7.2214  7.0700  7.0184
  46  0.501689  3.6640  4.7995 -1.0517  9.5548  8.2192  7.4210  7.1297  6.9851  6.9361
  47  0.509696  3.6685  4.7912 -1.0189  9.4012  8.1028  7.3287  7.0475  6.9091  6.8626
  48  0.517119  3.6728  4.7839 -0.9880  9.2538  7.9926  7.2417  6.9701  6.8380  6.7939
  49  0.524431  3.6773  4.7769 -0.9570  9.1055  7.8832  7.1552  6.8932  6.7672  6.7257
  50  0.531920  3.6819  4.7700 -0.9250  8.9523  7.7715  7.0666  6.8141  6.6945  6.6555
  51  0.539888  3.6870  4.7628 -0.8910  8.7901  7.6540  6.9730  6.7304  6.6174  6.5812
  52  0.544375  3.6899  4.7587 -0.8718  8.6999  7.5888  6.9207  6.6836  6.5743  6.5396
  53  0.549015  3.6929  4.7544 -0.8521  8.6083  7.5220  6.8671  6.6355  6.5300  6.4970
  54  0.553767  3.6959  4.7500 -0.8319  8.5155  7.4542  6.8124  6.5866  6.4847  6.4534
  55  0.558594  3.6990  4.7455 -0.8113  8.4221  7.3855  6.7571  6.5371  6.4391  6.4094
  56  0.563449  3.7021  4.7411 -0.7905  8.3280  7.3165  6.7017  6.4875  6.3934  6.3655
  57  0.568301  3.7052  4.7366 -0.7697  8.2341  7.2478  6.6464  6.4382  6.3480  6.3217
  58  0.573141  3.7084  4.7321 -0.7489  8.1412  7.1799  6.5917  6.3892  6.3029  6.2783
  59  0.577949  3.7115  4.7275 -0.7283  8.0502  7.1133  6.5377  6.3407  6.2582  6.2352
  60  0.582713  3.7146  4.7229 -0.7078  7.9616  7.0481  6.4845  6.2928  6.2139  6.1925
  61  0.587420  3.7176  4.7182 -0.6875  7.8758  6.9844  6.4324  6.2457  6.1703  6.1504
  62  0.592063  3.7205  4.7134 -0.6677  7.7927  6.9222  6.3814  6.1995  6.1274  6.1090
  63  0.596637  3.7234  4.7086 -0.6480  7.7122  6.8615  6.3314  6.1542  6.0853  6.0683
  64  0.601140  3.7262  4.7037 -0.6286  7.6342  6.8022  6.2824  6.1098  6.0440  6.0283
  65  0.605571  3.7289  4.6988 -0.6095  7.5583  6.7441  6.2343  6.0662  6.0034  5.9891
  66  0.609935  3.7316  4.6937 -0.5907  7.4847  6.6872  6.1872  6.0232  5.9635  5.9504
  67  0.614230  3.7342  4.6887 -0.5722  7.4131  6.6315  6.1408  5.9811  5.9242  5.9124
  68  0.618458  3.7367  4.6835 -0.5539  7.3435  6.5769  6.0954  5.9396  5.8855  5.8749
  69  0.622614  3.7392  4.6784 -0.5359  7.2757  6.5233  6.0507  5.8990  5.8476  5.8381
  70  0.626707  3.7416  4.6732 -0.5181  7.2097  6.4706  6.0068  5.8590  5.8102  5.8018
  71  0.630734  3.7440  4.6679 -0.5005  7.1454  6.4190  5.9635  5.8196  5.7733  5.7661
  72  0.634700  3.7464  4.6625 -0.4831  7.0827  6.3682  5.9210  5.7808  5.7369  5.7308
  73  0.638602  3.7486  4.6572 -0.4661  7.0216  6.3184  5.8792  5.7426  5.7012  5.6959
  74  0.642442  3.7508  4.6517 -0.4492  6.9618  6.2694  5.8380  5.7050  5.6659  5.6617
  75  0.646225  3.7530  4.6463 -0.4325  6.9030  6.2211  5.7975  5.6680  5.6313  5.6281
  76  0.649953  3.7551  4.6408 -0.4160  6.8454  6.1734  5.7577  5.6317  5.5972  5.5949
  77  0.653620  3.7572  4.6353 -0.3997  6.7891  6.1265  5.7184  5.5959  5.5637  5.5622
  78  0.657234  3.7592  4.6296 -0.3836  6.7340  6.0804  5.6795  5.5604  5.5303  5.5296
  79  0.660788  3.7612  4.6239 -0.3677  6.6802  6.0352  5.6411  5.5251  5.4970  5.4973
  80  0.664288  3.7632  4.6182 -0.3520  6.6278  5.9907  5.6032  5.4901  5.4641  5.4651
  81  0.667721  3.7650  4.6125 -0.3365  6.5767  5.9472  5.5658  5.4556  5.4314  5.4332
  82  0.672682  3.7678  4.6040 -0.3139  6.5034  5.8841  5.5115  5.4053  5.3839  5.3869
  83  0.677607  3.7704  4.5953 -0.2914  6.4310  5.8214  5.4572  5.3551  5.3364  5.3404
  84  0.682487  3.7731  4.5866 -0.2689  6.3594  5.7589  5.4032  5.3051  5.2891  5.2941
  85  0.687312  3.7757  4.5779 -0.2465  6.2885  5.6968  5.3495  5.2552  5.2419  5.2480
  86  0.692080  3.7783  4.5690 -0.2243  6.2185  5.6351  5.2961  5.2058  5.1951  5.2021
  87  0.696785  3.7809  4.5601 -0.2020  6.1491  5.5739  5.2430  5.1566  5.1485  5.1566
  88  0.701425  3.7834  4.5511 -0.1799  6.0808  5.5130  5.1903  5.1077  5.1021  5.1112
  89  0.705996  3.7860  4.5420 -0.1579  6.0131  5.4524  5.1377  5.0590  5.0560  5.0659
  90  0.710491  3.7885  4.5328 -0.1359  5.9463  5.3922  5.0853  5.0103  5.0097  5.0206
  91  0.714909  3.7910  4.5234 -0.1140  5.8805  5.3322  5.0328  4.9615  4.9634  4.9751
  92  0.719246  3.7934  4.5138 -0.0921  5.8152  5.2724  4.9804  4.9127  4.9169  4.9295
  93  0.723494  3.7957  4.5038 -0.0702  5.7504  5.2127  4.9281  4.8641  4.8706  4.8839
  94  0.727651  3.7980  4.4936 -0.0483  5.6858  5.1531  4.8761  4.8155  4.8244  4.8385
  95  0.731710  3.8002  4.4830 -0.0263  5.6214  5.0937  4.8241  4.7670  4.7782  4.7929
  96  0.735677  3.8024  4.4720 -0.0043  5.5579  5.0344  4.7719  4.7184  4.7315  4.7469
  97  0.739535  3.8045  4.4607  0.0175  5.4952  4.9753  4.7197  4.6694  4.6847  4.7007
  98  0.743290  3.8065  4.4490  0.0394  5.4332  4.9165  4.6674  4.6203  4.6375  4.6540
  99  0.746934  3.8084  4.4369  0.0612  5.3719  4.8581  4.6152  4.5710  4.5901  4.6071
 100  0.750461  3.8102  4.4246  0.0828  5.3117  4.8001  4.5628  4.5215  4.5423  4.5599
 101  0.753869  3.8119  4.4120  0.1043  5.2523  4.7427  4.5106  4.4721  4.4946  4.5127
 102  0.757162  3.8136  4.3991  0.1256  5.1938  4.6858  4.4587  4.4227  4.4467  4.4653
 103  0.760347  3.8151  4.3861  0.1467  5.1361  4.6296  4.4072  4.3735  4.3991  4.4180
 104  0.763422  3.8166  4.3727  0.1677  5.0792  4.5739  4.3561  4.3248  4.3518  4.3710
 105  0.766389  3.8180  4.3592  0.1884  5.0232  4.5190  4.3055  4.2765  4.3047  4.3244
 106  0.769253  3.8192  4.3455  0.2090  4.9679  4.4646  4.2556  4.2287  4.2582  4.2781
 107  0.772023  3.8205  4.3316  0.2293  4.9135  4.4109  4.2060  4.1813  4.2118  4.2320
 108  0.774700  3.8216  4.3176  0.2494  4.8599  4.3578  4.1569  4.1340  4.1657  4.1860
 109  0.777300  3.8227  4.3034  0.2693  4.8068  4.3052  4.1079  4.0870  4.1196  4.1403
 110  0.779831  3.8238  4.2891  0.2891  4.7544  4.2530  4.0592  4.0401  4.0735  4.0944
 111  0.782301  3.8247  4.2746  0.3088  4.7025  4.2013  4.0107  3.9933  4.0276  4.0485
 112  0.783028  3.8249  4.2702  0.3146  4.6871  4.1860  3.9963  3.9793  4.0139  4.0349
 113  0.783757  3.8252  4.2657  0.3206  4.6716  4.1705  3.9817  3.9651  4.0000  4.0210
 114  0.784486  3.8254  4.2613  0.3265  4.6561  4.1551  3.9671  3.9510  3.9861  4.0071
