#NUMBER OF AGES= 1 MAGS= 6
#----------------------------------------------------       
#MIX-LEN  Y      Z          Zeff        [Fe/H] [a/Fe]
# 1.9380  0.2464 8.3142E-04 4.2320E-04  -1.60   0.40 
#----------------------------------------------------       
#**PHOTOMETRIC SYSTEM**: DECam (AB)
#----------------------------------------------------       
#AGE=11.900 EEPS=266
#EEP   M/Mo    LogTeff  LogG   LogL/Lo DECam_u DECam_g DECam_r DECam_i DECam_z DECam_Y
  13  0.113332  3.5348  5.3149 -2.7300 16.1508 13.8236 12.2760 11.3998 11.0517 10.9477
  14  0.125695  3.5417  5.2628 -2.6053 15.6966 13.4095 11.8812 11.0832 10.7506 10.6475
  15  0.140410  3.5490  5.2125 -2.4779 15.2280 12.9886 11.4840 10.7591 10.4415 10.3400
  16  0.157017  3.5560  5.1711 -2.3597 14.7904 12.5999 11.1217 10.4583 10.1543 10.0547
  17  0.173625  3.5622  5.1393 -2.2596 14.4206 12.2732 10.8207 10.2034  9.9106  9.8131
  18  0.188916  3.5669  5.1135 -2.1781 14.1258 12.0126 10.5821  9.9962  9.7117  9.6159
  19  0.203701  3.5707  5.0903 -2.1070 13.8752 11.7909 10.3794  9.8161  9.5379  9.4434
  20  0.219638  3.5742  5.0677 -2.0383 13.6378 11.5804 10.1869  9.6424  9.3697  9.2764
  21  0.236101  3.5772  5.0472 -1.9743 13.4184 11.3860 10.0095  9.4807  9.2129  9.1208
  22  0.251977  3.5799  5.0298 -1.9179 13.2253 11.2155  9.8548  9.3384  9.0747  8.9836
  23  0.267855  3.5823  5.0146 -1.8664 13.0493 11.0604  9.7146  9.2089  8.9488  8.8585
  24  0.282585  3.5845  5.0016 -1.8215 12.8938 10.9245  9.5929  9.0957  8.8388  8.7493
  25  0.295339  3.5862  4.9910 -1.7847 12.7656 10.8129  9.4934  9.0029  8.7485  8.6597
  26  0.305095  3.5874  4.9833 -1.7577 12.6721 10.7314  9.4209  8.9350  8.6825  8.5943
  27  0.312091  3.5882  4.9783 -1.7396 12.6098 10.6767  9.3721  8.8892  8.6380  8.5501
  28  0.317233  3.5889  4.9749 -1.7267 12.5655 10.6379  9.3374  8.8567  8.6064  8.5188
  29  0.321127  3.5893  4.9723 -1.7169 12.5316 10.6082  9.3110  8.8320  8.5824  8.4949
  30  0.324463  3.5898  4.9703 -1.7086 12.5026 10.5828  9.2886  8.8111  8.5621  8.4748
  31  0.327658  3.5902  4.9681 -1.7005 12.4743 10.5580  9.2668  8.7907  8.5423  8.4552
  32  0.330773  3.5906  4.9656 -1.6923 12.4459 10.5331  9.2447  8.7700  8.5222  8.4353
  33  0.334580  3.5910  4.9629 -1.6827 12.4124 10.5038  9.2188  8.7457  8.4985  8.4118
  34  0.338492  3.5915  4.9593 -1.6723 12.3772 10.4728  9.1912  8.7195  8.4730  8.3865
  35  0.342208  3.5918  4.9559 -1.6630 12.3461 10.4465  9.1683  8.6963  8.4499  8.3634
  36  0.349025  3.5924  4.9490 -1.6452 12.2867 10.3950  9.1228  8.6515  8.4056  8.3193
  37  0.380919  3.5979  4.9134 -1.5497 11.9465 10.0963  8.8623  8.4099  8.1724  8.0887
