#NUMBER OF AGES= 1 MAGS= 6
#----------------------------------------------------       
#MIX-LEN  Y      Z          Zeff        [Fe/H] [a/Fe]
# 1.9380  0.2464 8.3142E-04 4.2320E-04  -1.60   0.40 
#----------------------------------------------------       
#**PHOTOMETRIC SYSTEM**: DECam (AB)
#----------------------------------------------------       
#AGE= 8.900 EEPS=268
#EEP   M/Mo    LogTeff  LogG   LogL/Lo DECam_u DECam_g DECam_r DECam_i DECam_z DECam_Y
  11  0.105562  3.5300  5.3523 -2.8170 16.4632 14.1141 12.5550 11.6208 11.2613 11.1569
  12  0.116574  3.5366  5.3018 -2.6975 16.0330 13.7156 12.1726 11.3173 10.9732 10.8694
  13  0.129463  3.5435  5.2501 -2.5727 15.5778 13.3020 11.7793 11.0001 10.6711 10.5684
  14  0.145947  3.5511  5.1991 -2.4389 15.0864 12.8620 11.3653 10.6602 10.3468 10.2459
  15  0.166220  3.5592  5.1567 -2.3078 14.5984 12.4304 10.9652 10.3262 10.0280  9.9296
  16  0.185946  3.5658  5.1245 -2.2004 14.2048 12.0826 10.6467 10.0529  9.7664  9.6702
  17  0.203227  3.5704  5.0980 -2.1172 13.9091 11.8213 10.4077  9.8418  9.5630  9.4684
  18  0.220165  3.5740  5.0742 -2.0442 13.6561 11.5971 10.2028  9.6572  9.3842  9.2909
  19  0.236624  3.5771  5.0536 -1.9800 13.4357 11.4019 10.0249  9.4949  9.2268  9.1346
  20  0.252217  3.5798  5.0361 -1.9242 13.2450 11.2335  9.8719  9.3544  9.0904  8.9992
  21  0.267749  3.5821  5.0208 -1.8736 13.0717 11.0808  9.7338  9.2266  8.9663  8.8759
  22  0.282177  3.5842  5.0076 -1.8291 12.9184 10.9465  9.6132  9.1146  8.8573  8.7678
  23  0.294560  3.5858  4.9967 -1.7926 12.7919 10.8361  9.5146  9.0227  8.7679  8.6790
  24  0.304038  3.5872  4.9883 -1.7655 12.6982 10.7542  9.4415  8.9543  8.7015  8.6130
