#NUMBER OF AGES= 1 MAGS= 6
#----------------------------------------------------       
#MIX-LEN  Y      Z          Zeff        [Fe/H] [a/Fe]
# 1.9380  0.2464 8.3142E-04 4.2320E-04  -1.60   0.40 
#----------------------------------------------------       
#**PHOTOMETRIC SYSTEM**: DECam (AB)
#----------------------------------------------------       
#AGE= 9.900 EEPS=267
#EEP   M/Mo    LogTeff  LogG   LogL/Lo DECam_u DECam_g DECam_r DECam_i DECam_z DECam_Y
  12  0.111257  3.5336  5.3252 -2.7534 16.2353 13.9016 12.3507 11.4592 11.1080 11.0040
  13  0.123130  3.5402  5.2738 -2.6311 15.7916 13.4954 11.9628 11.1488 10.8129 10.7097
  14  0.137694  3.5475  5.2219 -2.5014 15.3161 13.0670 11.5576 10.8191 10.4987 10.3967
  15  0.155599  3.5552  5.1761 -2.3717 14.8364 12.6404 11.1591 10.4891 10.1835 10.0838
  16  0.174695  3.5623  5.1407 -2.2577 14.4135 12.2669 10.8151 10.1986  9.9060  9.8086
  17  0.191911  3.5676  5.1130 -2.1680 14.0891 11.9803 10.5529  9.9707  9.6873  9.5917
  18  0.207996  3.5716  5.0885 -2.0930 13.8253 11.7469 10.3394  9.7805  9.5036  9.4095
  19  0.224407  3.5749  5.0660 -2.0241 13.5877 11.5364 10.1472  9.6064  9.3350  9.2420
  20  0.240626  3.5779  5.0463 -1.9624 13.3764 11.3493  9.9767  9.4506  9.1838  9.0919
  21  0.256249  3.5805  5.0296 -1.9081 13.1904 11.1852  9.8279  9.3137  9.0507  8.9597
  22  0.271514  3.5827  5.0151 -1.8592 13.0233 11.0380  9.6950  9.1906  8.9310  8.8409
  23  0.285761  3.5847  5.0023 -1.8161 12.8738 10.9074  9.5780  9.0818  8.8253  8.7359
  24  0.297483  3.5863  4.9922 -1.7820 12.7557 10.8044  9.4860  8.9960  8.7419  8.6532
  25  0.306400  3.5875  4.9847 -1.7572 12.6699 10.7295  9.4192  8.9333  8.6810  8.5927
  26  0.312854  3.5882  4.9796 -1.7399 12.6114 10.6780  9.3731  8.8901  8.6388  8.5509
  27  0.317742  3.5888  4.9761 -1.7274 12.5684 10.6402  9.3394  8.8584  8.6080  8.5203
  28  0.321634  3.5893  4.9733 -1.7175 12.5345 10.6104  9.3128  8.8335  8.5838  8.4963
  29  0.325008  3.5897  4.9709 -1.7088 12.5050 10.5844  9.2897  8.8118  8.5627  8.4753
  30  0.328515  3.5901  4.9688 -1.7004 12.4751 10.5583  9.2666  8.7903  8.5417  8.4546
  31  0.332458  3.5906  4.9662 -1.6907 12.4415 10.5290  9.2406  8.7659  8.5181  8.4311
  32  0.336690  3.5911  4.9629 -1.6800 12.4048 10.4967  9.2120  8.7388  8.4917  8.4050
  33  0.341020  3.5915  4.9600 -1.6700 12.3701 10.4677  9.1873  8.7139  8.4669  8.3803
  34  0.348346  3.5922  4.9534 -1.6511 12.3057 10.4121  9.1385  8.6663  8.4201  8.3337
  35  0.386586  3.5991  4.9114 -1.5368 11.8955 10.0527  8.8260  8.3771  8.1413  8.0581
  36  0.410621  3.6046  4.8816 -1.4585 11.6013  9.7981  8.6105  8.1782  7.9507  7.8703
