#NUMBER OF AGES= 1 MAGS= 6
#----------------------------------------------------       
#MIX-LEN  Y      Z          Zeff        [Fe/H] [a/Fe]
# 1.9380  0.2565 7.1322E-03 3.6304E-03  -0.66   0.40 
#----------------------------------------------------       
#**PHOTOMETRIC SYSTEM**: DECam (AB)
#----------------------------------------------------       
#AGE=12.700 EEPS=267
#EEP   M/Mo    LogTeff  LogG   LogL/Lo DECam_u DECam_g DECam_r DECam_i DECam_z DECam_Y
  13  0.117152  3.5127  5.2623 -2.7513 16.1374 14.2430 12.8413 11.5466 11.0468 10.9049
  14  0.136575  3.5137  5.1900 -2.6082 15.7395 13.8617 12.4660 11.1884 10.6906 10.5480
  15  0.159675  3.5161  5.1292 -2.4702 15.3425 13.4745 12.0867 10.8384 10.3475 10.2051
  16  0.181789  3.5201  5.0907 -2.3597 15.0032 13.1362 11.7583 10.5520 10.0730  9.9324
  17  0.199264  3.5234  5.0650 -2.2807 14.7559 12.8886 11.5185 10.3463  9.8774  9.7387
  18  0.213993  3.5260  5.0443 -2.2187 14.5620 12.6952 11.3311 10.1850  9.7237  9.5866
  19  0.227710  3.5284  5.0266 -2.1645 14.3915 12.5250 11.1667 10.0439  9.5896  9.4539
  20  0.241193  3.5307  5.0107 -2.1144 14.2332 12.3669 11.0141  9.9133  9.4658  9.3316
  21  0.256129  3.5331  4.9949 -2.0629 14.0712 12.2048 10.8579  9.7791  9.3386  9.2059
  22  0.271972  3.5356  4.9797 -2.0118 13.9104 12.0437 10.7028  9.6463  9.2129  9.0817
  23  0.286791  3.5380  4.9662 -1.9660 13.7659 11.8991 10.5637  9.5272  9.1001  8.9704
  24  0.298559  3.5397  4.9556 -1.9306 13.6547 11.7880 10.4565  9.4355  9.0133  8.8848
  25  0.307387  3.5410  4.9479 -1.9048 13.5739 11.7071 10.3785  9.3688  8.9503  8.8227
  26  0.313738  3.5420  4.9423 -1.8864 13.5167 11.6497 10.3230  9.3214  8.9056  8.7785
  27  0.318361  3.5427  4.9381 -1.8732 13.4754 11.6083 10.2830  9.2871  8.8731  8.7465
  28  0.321937  3.5433  4.9350 -1.8630 13.4432 11.5760 10.2518  9.2606  8.8482  8.7220
  29  0.324932  3.5438  4.9323 -1.8543 13.4158 11.5483 10.2252  9.2380  8.8269  8.7010
  30  0.327906  3.5442  4.9293 -1.8454 13.3880 11.5204 10.1985  9.2152  8.8053  8.6798
  31  0.331072  3.5447  4.9266 -1.8364 13.3596 11.4917 10.1708  9.1918  8.7835  8.6582
  32  0.335019  3.5454  4.9234 -1.8255 13.3252 11.4569 10.1375  9.1635  8.7569  8.6322
  33  0.339667  3.5461  4.9195 -1.8127 13.2848 11.4161 10.0983  9.1303  8.7257  8.6015
  34  0.345724  3.5471  4.9144 -1.7960 13.2318 11.3625 10.0469  9.0868  8.6849  8.5613
  35  0.397132  3.5582  4.8658 -1.6443 12.7445 10.8561  9.5629  8.6898  8.3193  8.2043
  36  0.423203  3.5644  4.8371 -1.5618 12.4752 10.5838  9.3011  8.4775  8.1236  8.0126
  37  0.440500  3.5692  4.8168 -1.5046 12.2878 10.3911  9.1153  8.3302  7.9892  7.8814
  38  0.450563  3.5723  4.8044 -1.4701 12.1768 10.2718  8.9982  8.2409  7.9091  7.8035
  39  0.460262  3.5755  4.7924 -1.4364 12.0679 10.1561  8.8851  8.1543  7.8313  7.7277
  40  0.470102  3.5787  4.7801 -1.4020 11.9547 10.0369  8.7698  8.0657  7.7517  7.6503
  41  0.480505  3.5823  4.7673 -1.3653 11.8323  9.9085  8.6468  7.9709  7.6668  7.5677
  42  0.491479  3.5862  4.7539 -1.3260 11.6997  9.7698  8.5152  7.8694  7.5762  7.4797
  43  0.502664  3.5905  4.7404 -1.2854 11.5610  9.6248  8.3795  7.7643  7.4827  7.3888
  44  0.513864  3.5951  4.7273 -1.2445 11.4202  9.4769  8.2428  7.6583  7.3884  7.2973
  45  0.525037  3.5999  4.7148 -1.2035 11.2785  9.3271  8.1054  7.5521  7.2942  7.2060
  46  0.536241  3.6049  4.7027 -1.1621 11.1343  9.1736  7.9661  7.4446  7.1994  7.1142
  47  0.547320  3.6104  4.6915 -1.1205 10.9872  9.0167  7.8267  7.3369  7.1046  7.0223
  48  0.558360  3.6161  4.6809 -1.0785 10.8358  8.8550  7.6866  7.2281  7.0089  6.9295
  49  0.569477  3.6221  4.6710 -1.0357 10.6759  8.6868  7.5446  7.1174  6.9118  6.8354
  50  0.580657  3.6286  4.6619 -0.9923 10.5052  8.5127  7.4016  7.0056  6.8136  6.7402
  51  0.591781  3.6353  4.6538 -0.9488 10.3196  8.3324  7.2581  6.8931  6.7149  6.6449
  52  0.597474  3.6391  4.6501 -0.9263 10.2160  8.2368  7.1841  6.8348  6.6636  6.5953
  53  0.603086  3.6428  4.6467 -0.9039 10.1086  8.1411  7.1110  6.7769  6.6127  6.5463
  54  0.608612  3.6466  4.6436 -0.8818  9.9983  8.0458  7.0392  6.7197  6.5621  6.4977
  55  0.614051  3.6503  4.6406 -0.8600  9.8839  7.9513  6.9690  6.6629  6.5116  6.4492
  56  0.619412  3.6540  4.6377 -0.8385  9.7674  7.8586  6.9007  6.6067  6.4613  6.4010
  57  0.624709  3.6576  4.6347 -0.8174  9.6500  7.7677  6.8341  6.5513  6.4114  6.3531
  58  0.629931  3.6611  4.6316 -0.7966  9.5327  7.6792  6.7694  6.4968  6.3620  6.3058
  59  0.635079  3.6646  4.6284 -0.7761  9.4157  7.5927  6.7065  6.4430  6.3132  6.2591
  60  0.640144  3.6680  4.6252 -0.7559  9.2997  7.5084  6.6453  6.3903  6.2651  6.2130
  61  0.645133  3.6713  4.6220 -0.7360  9.1845  7.4263  6.5855  6.3384  6.2177  6.1676
  62  0.650057  3.6746  4.6187 -0.7163  9.0703  7.3464  6.5274  6.2876  6.1712  6.1230
  63  0.654932  3.6778  4.6154 -0.6969  8.9573  7.2684  6.4705  6.2374  6.1252  6.0790
  64  0.659770  3.6809  4.6119 -0.6776  8.8466  7.1923  6.4148  6.1880  6.0798  6.0355
